SiteID,1247689,Site Timezone,-6,Data Timezone,-6,Longitude,-96.7897949219,Latitude,32.7894172668
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2008,1,1,0,0,10.35,6.65
2008,1,1,0,5,10.27,6.6000000000000005
2008,1,1,0,10,10.25,6.55
2008,1,1,0,15,10.32,6.5
2008,1,1,0,20,10.370000000000001,6.45
2008,1,1,0,25,10.31,6.390000000000001
2008,1,1,0,30,10.14,6.29
2008,1,1,0,35,9.96,6.16
2008,1,1,0,40,9.790000000000001,6.04
2008,1,1,0,45,9.6,5.92
2008,1,1,0,50,9.5,5.8
2008,1,1,0,55,9.31,5.71
2008,1,1,1,0,9.200000000000001,5.61
2008,1,1,1,5,9.19,5.5
2008,1,1,1,10,9.16,5.41
2008,1,1,1,15,9.15,5.33
2008,1,1,1,20,9.06,5.28
2008,1,1,1,25,8.96,5.25
2008,1,1,1,30,8.97,5.22
2008,1,1,1,35,8.9,5.22
2008,1,1,1,40,8.78,5.2
2008,1,1,1,45,8.76,5.17
2008,1,1,1,50,8.72,5.13
2008,1,1,1,55,8.56,5.11
2008,1,1,2,0,8.46,5.08
2008,1,1,2,5,8.36,5.05
2008,1,1,2,10,8.22,5.03
2008,1,1,2,15,8.14,5.0200000000000005
2008,1,1,2,20,8.13,5.0200000000000005
2008,1,1,2,25,8.03,4.96
2008,1,1,2,30,7.8500000000000005,4.87
2008,1,1,2,35,7.72,4.78
2008,1,1,2,40,7.57,4.7
2008,1,1,2,45,7.5,4.64
2008,1,1,2,50,7.57,4.5600000000000005
2008,1,1,2,55,7.640000000000001,4.49
2008,1,1,3,0,7.69,4.44
2008,1,1,3,5,7.72,4.38
2008,1,1,3,10,7.7,4.33
2008,1,1,3,15,7.67,4.29
2008,1,1,3,20,7.640000000000001,4.24
2008,1,1,3,25,7.6000000000000005,4.21
2008,1,1,3,30,7.53,4.18
2008,1,1,3,35,7.45,4.15
2008,1,1,3,40,7.3100000000000005,4.11
2008,1,1,3,45,7.11,4.05
2008,1,1,3,50,6.92,3.98
2008,1,1,3,55,6.7700000000000005,3.92
2008,1,1,4,0,6.67,3.87
2008,1,1,4,5,6.63,3.83
2008,1,1,4,10,6.58,3.7800000000000002
2008,1,1,4,15,6.54,3.75
2008,1,1,4,20,6.57,3.71
2008,1,1,4,25,6.58,3.67
2008,1,1,4,30,6.54,3.63
2008,1,1,4,35,6.46,3.58
2008,1,1,4,40,6.38,3.5100000000000002
2008,1,1,4,45,6.32,3.45
2008,1,1,4,50,6.3,3.38
2008,1,1,4,55,6.29,3.3000000000000003
2008,1,1,5,0,6.26,3.21
2008,1,1,5,5,6.22,3.11
2008,1,1,5,10,6.19,3.0100000000000002
2008,1,1,5,15,6.13,2.93
2008,1,1,5,20,6.11,2.87
2008,1,1,5,25,6.16,2.84
2008,1,1,5,30,6.12,2.77
2008,1,1,5,35,6.0200000000000005,2.69
2008,1,1,5,40,5.89,2.63
2008,1,1,5,45,5.76,2.57
2008,1,1,5,50,5.67,2.52
2008,1,1,5,55,5.55,2.44
2008,1,1,6,0,5.44,2.37
2008,1,1,6,5,5.34,2.3000000000000003
2008,1,1,6,10,5.24,2.23
2008,1,1,6,15,5.17,2.15
2008,1,1,6,20,5.12,2.08
2008,1,1,6,25,5.11,2.0100000000000002
2008,1,1,6,30,5.09,1.95
2008,1,1,6,35,5.08,1.8900000000000001
2008,1,1,6,40,5.05,1.84
2008,1,1,6,45,4.99,1.79
2008,1,1,6,50,4.92,1.74
2008,1,1,6,55,4.78,1.69
2008,1,1,7,0,4.62,1.6300000000000001
2008,1,1,7,5,4.57,1.58
2008,1,1,7,10,4.65,1.53
2008,1,1,7,15,4.68,1.47
2008,1,1,7,20,4.68,1.42
2008,1,1,7,25,4.69,1.3900000000000001
2008,1,1,7,30,4.64,1.37
2008,1,1,7,35,4.5,1.33
2008,1,1,7,40,4.33,1.3
2008,1,1,7,45,4.28,1.28
2008,1,1,7,50,4.32,1.26
2008,1,1,7,55,4.38,1.24
2008,1,1,8,0,4.5,1.22
2008,1,1,8,5,4.55,1.19
2008,1,1,8,10,4.59,1.17
2008,1,1,8,15,4.55,1.16
2008,1,1,8,20,4.24,1.1400000000000001
2008,1,1,8,25,4.0600000000000005,1.1500000000000001
2008,1,1,8,30,3.92,1.16
2008,1,1,8,35,3.74,1.19
2008,1,1,8,40,3.6,1.21
2008,1,1,8,45,3.47,1.23
2008,1,1,8,50,3.42,1.29
2008,1,1,8,55,3.37,1.34
2008,1,1,9,0,3.3200000000000003,1.41
