SiteID,1247689,Site Timezone,-6,Data Timezone,-6,Longitude,-96.7897949219,Latitude,32.7894172668
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2011,1,1,0,0,6.76,9.44
2011,1,1,0,5,6.8100000000000005,9.43
2011,1,1,0,10,6.78,9.43
2011,1,1,0,15,6.74,9.4
2011,1,1,0,20,6.72,9.370000000000001
2011,1,1,0,25,6.68,9.33
2011,1,1,0,30,6.61,9.290000000000001
2011,1,1,0,35,6.5600000000000005,9.26
2011,1,1,0,40,6.5200000000000005,9.23
2011,1,1,0,45,6.53,9.200000000000001
2011,1,1,0,50,6.55,9.17
2011,1,1,0,55,6.55,9.14
2011,1,1,1,0,6.53,9.11
2011,1,1,1,5,6.44,9.08
2011,1,1,1,10,6.32,9.040000000000001
2011,1,1,1,15,6.29,8.99
2011,1,1,1,20,6.42,8.950000000000001
2011,1,1,1,25,6.69,8.93
2011,1,1,1,30,7,8.92
2011,1,1,1,35,7.19,8.89
2011,1,1,1,40,7.22,8.84
2011,1,1,1,45,7.17,8.76
2011,1,1,1,50,7.09,8.66
2011,1,1,1,55,7.1000000000000005,8.57
2011,1,1,2,0,7.23,8.49
2011,1,1,2,5,7.41,8.42
2011,1,1,2,10,7.5600000000000005,8.370000000000001
2011,1,1,2,15,7.67,8.34
2011,1,1,2,20,7.72,8.32
2011,1,1,2,25,7.62,8.290000000000001
2011,1,1,2,30,7.43,8.24
2011,1,1,2,35,7.26,8.19
2011,1,1,2,40,7.13,8.13
2011,1,1,2,45,7.13,8.07
2011,1,1,2,50,7.28,8.01
2011,1,1,2,55,7.37,7.97
2011,1,1,3,0,7.28,7.930000000000001
2011,1,1,3,5,7.04,7.890000000000001
2011,1,1,3,10,6.78,7.86
2011,1,1,3,15,6.55,7.82
2011,1,1,3,20,6.390000000000001,7.79
2011,1,1,3,25,6.32,7.76
2011,1,1,3,30,6.3500000000000005,7.72
2011,1,1,3,35,6.41,7.7
2011,1,1,3,40,6.34,7.66
2011,1,1,3,45,6.17,7.61
2011,1,1,3,50,6.01,7.57
2011,1,1,3,55,5.95,7.54
2011,1,1,4,0,6.0200000000000005,7.5200000000000005
2011,1,1,4,5,6.24,7.36
2011,1,1,4,10,6.87,6.65
2011,1,1,4,15,7.21,5.87
2011,1,1,4,20,7.03,5.5600000000000005
2011,1,1,4,25,6.62,5.43
2011,1,1,4,30,6.84,5.18
2011,1,1,4,35,7.15,4.9
2011,1,1,4,40,6.99,4.7
2011,1,1,4,45,6.69,4.57
2011,1,1,4,50,6.73,4.43
2011,1,1,4,55,6.94,4.26
2011,1,1,5,0,7.0200000000000005,4.08
2011,1,1,5,5,6.96,3.92
2011,1,1,5,10,6.88,3.7800000000000002
2011,1,1,5,15,6.91,3.66
2011,1,1,5,20,6.890000000000001,3.56
2011,1,1,5,25,6.8100000000000005,3.45
2011,1,1,5,30,6.8500000000000005,3.35
2011,1,1,5,35,6.97,3.23
2011,1,1,5,40,6.97,3.12
2011,1,1,5,45,6.88,3.0300000000000002
2011,1,1,5,50,6.75,2.94
2011,1,1,5,55,6.66,2.87
2011,1,1,6,0,6.5600000000000005,2.79
2011,1,1,6,5,6.49,2.71
2011,1,1,6,10,6.5,2.62
2011,1,1,6,15,6.57,2.5300000000000002
2011,1,1,6,20,6.67,2.43
2011,1,1,6,25,6.87,2.32
2011,1,1,6,30,7.13,2.21
2011,1,1,6,35,7.36,2.1
2011,1,1,6,40,7.46,2
2011,1,1,6,45,7.5,1.93
2011,1,1,6,50,7.53,1.86
2011,1,1,6,55,7.49,1.78
2011,1,1,7,0,7.41,1.71
2011,1,1,7,5,7.3500000000000005,1.6600000000000001
2011,1,1,7,10,7.26,1.61
2011,1,1,7,15,7.12,1.57
2011,1,1,7,20,7,1.54
2011,1,1,7,25,6.88,1.5
2011,1,1,7,30,6.76,1.46
2011,1,1,7,35,6.71,1.43
2011,1,1,7,40,6.66,1.4000000000000001
2011,1,1,7,45,6.49,1.37
2011,1,1,7,50,6.29,1.35
2011,1,1,7,55,6.04,1.33
2011,1,1,8,0,5.79,1.32
2011,1,1,8,5,5.62,1.33
2011,1,1,8,10,5.48,1.35
2011,1,1,8,15,5.44,1.37
2011,1,1,8,20,5.49,1.4000000000000001
2011,1,1,8,25,5.42,1.43
2011,1,1,8,30,5.23,1.46
2011,1,1,8,35,5.19,1.49
2011,1,1,8,40,5.3,1.52
2011,1,1,8,45,5.43,1.53
2011,1,1,8,50,5.5600000000000005,1.55
2011,1,1,8,55,5.68,1.56
2011,1,1,9,0,5.69,1.57
2011,1,1,9,5,5.62,1.57
2011,1,1,9,10,5.6000000000000005,1.57
2011,1,1,9,15,5.59,1.57
2011,1,1,9,20,5.55,1.56
2011,1,1,9,25,5.55,1.55
2011,1,1,9,30,5.6000000000000005,1.53
2011,1,1,9,35,5.74,1.53
2011,1,1,9,40,5.87,1.53
2011,1,1,9,45,5.98,1.54
2011,1,1,9,50,6.03,1.55
2011,1,1,9,55,6,1.55
2011,1,1,10,0,5.9,1.56
2011,1,1,10,5,5.8100000000000005,1.59
2011,1,1,10,10,5.76,1.61
2011,1,1,10,15,5.7700000000000005,1.6400000000000001
2011,1,1,10,20,5.84,1.67
2011,1,1,10,25,5.86,1.69
2011,1,1,10,30,5.76,1.72
2011,1,1,10,35,5.65,1.76
2011,1,1,10,40,5.65,1.8
2011,1,1,10,45,5.72,1.84
2011,1,1,10,50,5.76,1.8800000000000001
2011,1,1,10,55,5.7,1.9100000000000001
2011,1,1,11,0,5.61,1.96
2011,1,1,11,5,5.47,2.02
2011,1,1,11,10,5.3500000000000005,2.09
2011,1,1,11,15,5.24,2.15
2011,1,1,11,20,5.14,2.22
2011,1,1,11,25,5.03,2.29
2011,1,1,11,30,4.91,2.37
2011,1,1,11,35,4.8100000000000005,2.45
2011,1,1,11,40,4.7,2.5300000000000002
2011,1,1,11,45,4.57,2.61
2011,1,1,11,50,4.46,2.69
2011,1,1,11,55,4.43,2.77
2011,1,1,12,0,4.46,2.85
2011,1,1,12,5,4.57,2.92
2011,1,1,12,10,4.7,2.99
2011,1,1,12,15,4.8,3.0500000000000003
2011,1,1,12,20,4.88,3.09
2011,1,1,12,25,4.95,3.13
2011,1,1,12,30,4.99,3.15
2011,1,1,12,35,5.01,3.18
2011,1,1,12,40,5.05,3.21
2011,1,1,12,45,5.1000000000000005,3.25
2011,1,1,12,50,5.11,3.2800000000000002
2011,1,1,12,55,5.07,3.3200000000000003
2011,1,1,13,0,5.01,3.37
2011,1,1,13,5,4.93,3.42
