SiteID,1629865,Site Timezone,-6,Data Timezone,-6,Longitude,-89.3495788574,Latitude,40.2156600952
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2010,1,1,0,0,7.53,-8.24
2010,1,1,0,5,7.5,-8.26
2010,1,1,0,10,7.51,-8.28
2010,1,1,0,15,7.55,-8.31
2010,1,1,0,20,7.62,-8.34
2010,1,1,0,25,7.69,-8.370000000000001
2010,1,1,0,30,7.73,-8.4
2010,1,1,0,35,7.79,-8.42
2010,1,1,0,40,7.84,-8.46
2010,1,1,0,45,7.92,-8.49
2010,1,1,0,50,8.120000000000001,-8.540000000000001
2010,1,1,0,55,8.41,-8.59
2010,1,1,1,0,8.59,-8.63
2010,1,1,1,5,8.57,-8.66
2010,1,1,1,10,8.47,-8.68
2010,1,1,1,15,8.26,-8.700000000000001
2010,1,1,1,20,7.97,-8.71
2010,1,1,1,25,7.640000000000001,-8.71
2010,1,1,1,30,7.3100000000000005,-8.72
2010,1,1,1,35,7,-8.73
2010,1,1,1,40,6.73,-8.75
2010,1,1,1,45,6.45,-8.76
2010,1,1,1,50,6.17,-8.77
2010,1,1,1,55,5.94,-8.78
2010,1,1,2,0,5.8,-8.790000000000001
2010,1,1,2,5,5.76,-8.81
2010,1,1,2,10,5.82,-8.84
2010,1,1,2,15,5.95,-8.86
2010,1,1,2,20,6.140000000000001,-8.9
2010,1,1,2,25,6.37,-8.93
2010,1,1,2,30,6.58,-8.97
2010,1,1,2,35,6.68,-9
2010,1,1,2,40,6.640000000000001,-9.03
2010,1,1,2,45,6.47,-9.05
2010,1,1,2,50,6.24,-9.07
2010,1,1,2,55,6.04,-9.09
2010,1,1,3,0,5.9,-9.11
2010,1,1,3,5,5.87,-9.13
2010,1,1,3,10,5.91,-9.16
2010,1,1,3,15,5.95,-9.19
2010,1,1,3,20,5.95,-9.23
2010,1,1,3,25,5.98,-9.26
2010,1,1,3,30,6.07,-9.3
2010,1,1,3,35,6.24,-9.34
2010,1,1,3,40,6.5200000000000005,-9.38
2010,1,1,3,45,6.91,-9.43
2010,1,1,3,50,7.28,-9.48
2010,1,1,3,55,7.61,-9.52
2010,1,1,4,0,7.82,-9.56
2010,1,1,4,5,7.930000000000001,-9.58
2010,1,1,4,10,7.92,-9.6
2010,1,1,4,15,7.78,-9.620000000000001
2010,1,1,4,20,7.63,-9.64
2010,1,1,4,25,7.5200000000000005,-9.65
2010,1,1,4,30,7.46,-9.67
2010,1,1,4,35,7.43,-9.69
2010,1,1,4,40,7.43,-9.71
2010,1,1,4,45,7.44,-9.73
2010,1,1,4,50,7.45,-9.75
2010,1,1,4,55,7.46,-9.76
2010,1,1,5,0,7.44,-9.78
2010,1,1,5,5,7.34,-9.8
2010,1,1,5,10,7.15,-9.81
2010,1,1,5,15,6.83,-9.81
2010,1,1,5,20,6.43,-9.82
2010,1,1,5,25,6.04,-9.82
2010,1,1,5,30,5.73,-9.82
2010,1,1,5,35,5.57,-9.83
2010,1,1,5,40,5.55,-9.85
2010,1,1,5,45,5.64,-9.870000000000001
2010,1,1,5,50,5.7700000000000005,-9.89
2010,1,1,5,55,5.91,-9.92
2010,1,1,6,0,6.04,-9.950000000000001
2010,1,1,6,5,6.17,-9.99
2010,1,1,6,10,6.28,-10.02
2010,1,1,6,15,6.38,-10.05
2010,1,1,6,20,6.48,-10.07
2010,1,1,6,25,6.54,-10.1
2010,1,1,6,30,6.5600000000000005,-10.120000000000001
2010,1,1,6,35,6.55,-10.14
2010,1,1,6,40,6.49,-10.16
2010,1,1,6,45,6.42,-10.19
2010,1,1,6,50,6.33,-10.21
2010,1,1,6,55,6.23,-10.23
2010,1,1,7,0,6.16,-10.25
2010,1,1,7,5,6.16,-10.27
2010,1,1,7,10,6.2,-10.290000000000001
2010,1,1,7,15,6.26,-10.31
2010,1,1,7,20,6.33,-10.34
2010,1,1,7,25,6.38,-10.36
2010,1,1,7,30,6.38,-10.38
2010,1,1,7,35,6.37,-10.4
2010,1,1,7,40,6.36,-10.42
2010,1,1,7,45,6.34,-10.44
2010,1,1,7,50,6.45,-10.46
2010,1,1,7,55,6.34,-10.48
2010,1,1,8,0,6.2700000000000005,-10.5
2010,1,1,8,5,6.37,-10.52
2010,1,1,8,10,6.3,-10.52
2010,1,1,8,15,6.26,-10.49
2010,1,1,8,20,6.43,-10.450000000000001
2010,1,1,8,25,6.61,-10.43
2010,1,1,8,30,6.71,-10.43
2010,1,1,8,35,6.72,-10.43
2010,1,1,8,40,6.67,-10.42
2010,1,1,8,45,6.61,-10.41
2010,1,1,8,50,6.57,-10.39
2010,1,1,8,55,6.55,-10.370000000000001
2010,1,1,9,0,6.5200000000000005,-10.36
2010,1,1,9,5,6.48,-10.34
2010,1,1,9,10,6.4,-10.31
2010,1,1,9,15,6.32,-10.290000000000001
2010,1,1,9,20,6.23,-10.25
2010,1,1,9,25,6.17,-10.22
2010,1,1,9,30,6.16,-10.19
2010,1,1,9,35,6.19,-10.15
2010,1,1,9,40,6.23,-10.120000000000001
2010,1,1,9,45,6.28,-10.09
2010,1,1,9,50,6.34,-10.06
2010,1,1,9,55,6.390000000000001,-10.040000000000001
2010,1,1,10,0,6.38,-10.02
2010,1,1,10,5,6.3500000000000005,-10
2010,1,1,10,10,6.33,-9.98
2010,1,1,10,15,6.34,-9.950000000000001
2010,1,1,10,20,6.36,-9.93
2010,1,1,10,25,6.3500000000000005,-9.9
2010,1,1,10,30,6.3500000000000005,-9.870000000000001
2010,1,1,10,35,6.3500000000000005,-9.83
2010,1,1,10,40,6.32,-9.8
2010,1,1,10,45,6.28,-9.76
2010,1,1,10,50,6.26,-9.72
2010,1,1,10,55,6.25,-9.68
2010,1,1,11,0,6.2700000000000005,-9.63
2010,1,1,11,5,6.3100000000000005,-9.59
2010,1,1,11,10,6.33,-9.55
2010,1,1,11,15,6.38,-9.51
2010,1,1,11,20,6.4,-9.46
2010,1,1,11,25,6.42,-9.42
2010,1,1,11,30,6.44,-9.370000000000001
2010,1,1,11,35,6.42,-9.32
2010,1,1,11,40,6.390000000000001,-9.26
2010,1,1,11,45,6.38,-9.21
2010,1,1,11,50,6.38,-9.16
2010,1,1,11,55,6.4,-9.11
2010,1,1,12,0,6.390000000000001,-9.06
2010,1,1,12,5,6.37,-9.01
2010,1,1,12,10,6.3500000000000005,-8.96
2010,1,1,12,15,6.34,-8.92
2010,1,1,12,20,6.37,-8.870000000000001
2010,1,1,12,25,6.42,-8.82
2010,1,1,12,30,6.48,-8.78
2010,1,1,12,35,6.54,-8.74
2010,1,1,12,40,6.61,-8.700000000000001
2010,1,1,12,45,6.66,-8.65
2010,1,1,12,50,6.67,-8.61
2010,1,1,12,55,6.7,-8.57
2010,1,1,13,0,6.72,-8.53
2010,1,1,13,5,6.74,-8.5
2010,1,1,13,10,6.75,-8.46
2010,1,1,13,15,6.78,-8.43
2010,1,1,13,20,6.8,-8.4
2010,1,1,13,25,6.8100000000000005,-8.38
2010,1,1,13,30,6.8100000000000005,-8.35
2010,1,1,13,35,6.8,-8.31
2010,1,1,13,40,6.8,-8.28
2010,1,1,13,45,6.82,-8.24
2010,1,1,13,50,6.8500000000000005,-8.21
2010,1,1,13,55,6.88,-8.18
2010,1,1,14,0,6.92,-8.14
2010,1,1,14,5,6.95,-8.11
2010,1,1,14,10,6.99,-8.08
2010,1,1,14,15,7.04,-8.05
2010,1,1,14,20,7.08,-8.03
2010,1,1,14,25,7.12,-8.01
2010,1,1,14,30,7.18,-7.99
2010,1,1,14,35,7.22,-7.97
2010,1,1,14,40,7.24,-7.96
2010,1,1,14,45,7.24,-7.94
2010,1,1,14,50,7.26,-7.930000000000001
2010,1,1,14,55,7.33,-7.92
2010,1,1,15,0,7.41,-7.91
2010,1,1,15,5,7.49,-7.9
2010,1,1,15,10,7.55,-7.91
2010,1,1,15,15,7.58,-7.91
2010,1,1,15,20,7.58,-7.91
2010,1,1,15,25,7.57,-7.92
2010,1,1,15,30,7.54,-7.91
2010,1,1,15,35,7.49,-7.91
2010,1,1,15,40,7.46,-7.9
2010,1,1,15,45,7.47,-7.9
2010,1,1,15,50,7.5,-7.9
2010,1,1,15,55,7.55,-7.91
2010,1,1,16,0,7.62,-7.92
2010,1,1,16,5,7.5,-7.94
2010,1,1,16,10,7.4,-7.97
2010,1,1,16,15,7.32,-7.99
2010,1,1,16,20,7.21,-8.01
2010,1,1,16,25,7.11,-8.03
2010,1,1,16,30,7.0200000000000005,-8.05
2010,1,1,16,35,6.99,-8.07
2010,1,1,16,40,6.97,-8.09
2010,1,1,16,45,6.97,-8.11
2010,1,1,16,50,7,-8.13
2010,1,1,16,55,7.0600000000000005,-8.16
2010,1,1,17,0,7.08,-8.18
2010,1,1,17,5,7.08,-8.21
2010,1,1,17,10,7.0600000000000005,-8.24
2010,1,1,17,15,7.05,-8.27
2010,1,1,17,20,7.0200000000000005,-8.3
2010,1,1,17,25,6.99,-8.33
2010,1,1,17,30,7.03,-8.370000000000001
2010,1,1,17,35,7.140000000000001,-8.42
2010,1,1,17,40,7.29,-8.45
2010,1,1,17,45,7.49,-8.49
2010,1,1,17,50,7.7,-8.52
2010,1,1,17,55,7.9,-8.55
2010,1,1,18,0,8.1,-8.57
2010,1,1,18,5,8.27,-8.6
2010,1,1,18,10,8.4,-8.620000000000001
2010,1,1,18,15,8.5,-8.66
2010,1,1,18,20,8.51,-8.700000000000001
2010,1,1,18,25,8.46,-8.73
2010,1,1,18,30,8.39,-8.76
2010,1,1,18,35,8.38,-8.78
2010,1,1,18,40,8.45,-8.82
2010,1,1,18,45,8.56,-8.86
2010,1,1,18,50,8.63,-8.9
2010,1,1,18,55,8.65,-8.93
2010,1,1,19,0,8.6,-8.950000000000001
2010,1,1,19,5,8.55,-8.98
2010,1,1,19,10,8.47,-9.01
2010,1,1,19,15,8.39,-9.05
2010,1,1,19,20,8.32,-9.07
2010,1,1,19,25,8.25,-9.1
2010,1,1,19,30,8.21,-9.14
2010,1,1,19,35,8.17,-9.17
2010,1,1,19,40,8.16,-9.200000000000001
2010,1,1,19,45,8.19,-9.23
2010,1,1,19,50,8.27,-9.26
2010,1,1,19,55,8.34,-9.290000000000001
2010,1,1,20,0,8.39,-9.32
2010,1,1,20,5,8.39,-9.35
2010,1,1,20,10,8.34,-9.39
2010,1,1,20,15,8.24,-9.43
2010,1,1,20,20,8.13,-9.47
2010,1,1,20,25,8.07,-9.51
2010,1,1,20,30,8.01,-9.56
2010,1,1,20,35,8.01,-9.6
2010,1,1,20,40,8.040000000000001,-9.63
2010,1,1,20,45,8.09,-9.66
2010,1,1,20,50,8.15,-9.69
2010,1,1,20,55,8.19,-9.72
2010,1,1,21,0,8.18,-9.75
2010,1,1,21,5,8.13,-9.77
2010,1,1,21,10,8.1,-9.8
2010,1,1,21,15,8.07,-9.84
2010,1,1,21,20,8.040000000000001,-9.88
2010,1,1,21,25,8.07,-9.92
2010,1,1,21,30,8.14,-9.950000000000001
2010,1,1,21,35,8.22,-9.98
2010,1,1,21,40,8.33,-10.01
2010,1,1,21,45,8.4,-10.040000000000001
2010,1,1,21,50,8.46,-10.06
2010,1,1,21,55,8.52,-10.09
2010,1,1,22,0,8.59,-10.120000000000001
2010,1,1,22,5,8.66,-10.16
2010,1,1,22,10,8.71,-10.19
2010,1,1,22,15,8.73,-10.22
2010,1,1,22,20,8.77,-10.25
2010,1,1,22,25,8.81,-10.28
2010,1,1,22,30,8.86,-10.3
2010,1,1,22,35,8.91,-10.32
2010,1,1,22,40,8.99,-10.34
2010,1,1,22,45,9.05,-10.36
2010,1,1,22,50,9.1,-10.38
2010,1,1,22,55,9.13,-10.4
2010,1,1,23,0,9.13,-10.42
2010,1,1,23,5,9.11,-10.44
2010,1,1,23,10,9.11,-10.450000000000001
2010,1,1,23,15,9.08,-10.48
2010,1,1,23,20,9.040000000000001,-10.5
2010,1,1,23,25,9.01,-10.52
2010,1,1,23,30,8.97,-10.540000000000001
2010,1,1,23,35,8.94,-10.56
2010,1,1,23,40,8.94,-10.59
2010,1,1,23,45,8.93,-10.61
2010,1,1,23,50,8.89,-10.64
2010,1,1,23,55,8.870000000000001,-10.67
2010,1,2,0,0,8.89,-10.700000000000001
2010,1,2,0,5,8.94,-10.73
2010,1,2,0,10,9.02,-10.76
2010,1,2,0,15,9.09,-10.78
2010,1,2,0,20,9.09,-10.81
2010,1,2,0,25,9.07,-10.83
2010,1,2,0,30,9.06,-10.86
2010,1,2,0,35,9.02,-10.88
2010,1,2,0,40,8.94,-10.91
2010,1,2,0,45,8.81,-10.94
