SiteID,1629865,Site Timezone,-6,Data Timezone,-6,Longitude,-89.3495788574,Latitude,40.2156600952
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2009,1,1,0,0,6.24,-6.96
2009,1,1,0,5,6.41,-6.98
2009,1,1,0,10,6.57,-6.99
2009,1,1,0,15,6.67,-7
2009,1,1,0,20,6.74,-7
2009,1,1,0,25,6.8100000000000005,-7
2009,1,1,0,30,6.890000000000001,-7
2009,1,1,0,35,6.96,-6.99
2009,1,1,0,40,7.05,-6.98
2009,1,1,0,45,7.21,-6.97
2009,1,1,0,50,7.43,-6.98
2009,1,1,0,55,7.67,-6.98
2009,1,1,1,0,7.8500000000000005,-6.99
2009,1,1,1,5,7.97,-7
2009,1,1,1,10,8.05,-7
2009,1,1,1,15,8.14,-7
2009,1,1,1,20,8.27,-7
2009,1,1,1,25,8.34,-7
2009,1,1,1,30,8.41,-7.01
2009,1,1,1,35,8.51,-7.0200000000000005
2009,1,1,1,40,8.57,-7.04
2009,1,1,1,45,8.56,-7.05
2009,1,1,1,50,8.47,-7.07
2009,1,1,1,55,8.41,-7.09
2009,1,1,2,0,8.39,-7.1000000000000005
2009,1,1,2,5,8.41,-7.12
2009,1,1,2,10,8.47,-7.12
2009,1,1,2,15,8.53,-7.13
2009,1,1,2,20,8.58,-7.140000000000001
2009,1,1,2,25,8.63,-7.15
2009,1,1,2,30,8.69,-7.16
2009,1,1,2,35,8.700000000000001,-7.18
2009,1,1,2,40,8.69,-7.21
2009,1,1,2,45,8.72,-7.23
2009,1,1,2,50,8.790000000000001,-7.25
2009,1,1,2,55,8.83,-7.24
2009,1,1,3,0,8.83,-7.23
2009,1,1,3,5,8.83,-7.23
2009,1,1,3,10,8.82,-7.23
2009,1,1,3,15,8.84,-7.23
2009,1,1,3,20,8.85,-7.25
2009,1,1,3,25,8.870000000000001,-7.25
2009,1,1,3,30,8.94,-7.25
2009,1,1,3,35,8.99,-7.25
2009,1,1,3,40,8.98,-7.25
2009,1,1,3,45,8.99,-7.25
2009,1,1,3,50,9,-7.26
2009,1,1,3,55,9.02,-7.26
2009,1,1,4,0,9.09,-7.26
2009,1,1,4,5,9.11,-7.26
2009,1,1,4,10,9.08,-7.2700000000000005
2009,1,1,4,15,9.03,-7.2700000000000005
2009,1,1,4,20,8.99,-7.28
2009,1,1,4,25,8.93,-7.28
2009,1,1,4,30,8.89,-7.2700000000000005
2009,1,1,4,35,8.950000000000001,-7.25
2009,1,1,4,40,9.09,-7.22
2009,1,1,4,45,9.200000000000001,-7.19
2009,1,1,4,50,9.22,-7.16
2009,1,1,4,55,9.200000000000001,-7.15
2009,1,1,5,0,9.200000000000001,-7.15
2009,1,1,5,5,9.18,-7.15
2009,1,1,5,10,9.120000000000001,-7.16
2009,1,1,5,15,9.03,-7.16
2009,1,1,5,20,8.98,-7.16
2009,1,1,5,25,9.02,-7.140000000000001
2009,1,1,5,30,9.02,-7.12
2009,1,1,5,35,9.06,-7.09
2009,1,1,5,40,9.13,-7.07
2009,1,1,5,45,9.21,-7.05
2009,1,1,5,50,9.28,-7.03
2009,1,1,5,55,9.33,-7.03
2009,1,1,6,0,9.35,-7.03
2009,1,1,6,5,9.370000000000001,-7.04
2009,1,1,6,10,9.41,-7.05
2009,1,1,6,15,9.48,-7.07
2009,1,1,6,20,9.59,-7.08
2009,1,1,6,25,9.68,-7.08
2009,1,1,6,30,9.74,-7.09
2009,1,1,6,35,9.82,-7.1000000000000005
2009,1,1,6,40,9.91,-7.11
2009,1,1,6,45,9.950000000000001,-7.12
