Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1173581,-,-,-,43.05,-76.18,-5,127,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,3.4000000000000004,0.87,1.8,94.41,4.2,983,N/A
2019,1,1,0,30,0,0,0,3.4000000000000004,0.87,1.7000000000000002,93.75,4.3,983,N/A
2019,1,1,1,0,0,0,0,3.8000000000000003,0.87,1.6,95.59,4.4,983,N/A
2019,1,1,1,30,0,0,0,3.7,0.87,1.7000000000000002,90.95,5.1000000000000005,982,N/A
2019,1,1,2,0,0,0,0,5.2,0.87,1.9000000000000001,95.13,5.9,982,N/A
2019,1,1,2,30,0,0,0,5.2,0.87,1.9000000000000001,90.66,6.6000000000000005,982,N/A
2019,1,1,3,0,0,0,0,6.9,0.87,1.8,96.33,7.4,982,N/A
2019,1,1,3,30,0,0,0,6.9,0.87,2,91.85000000000001,8.1,982,N/A
2019,1,1,4,0,0,0,0,8.1,0.87,2.1,95.26,8.8,982,N/A
2019,1,1,4,30,0,0,0,8.1,0.87,2.3000000000000003,96,8.700000000000001,983,N/A
2019,1,1,5,0,0,0,0,7.300000000000001,0.87,2.5,91.48,8.6,984,N/A
2019,1,1,5,30,0,0,0,7.300000000000001,0.87,2.6,98.77,7.5,986,N/A
2019,1,1,6,0,0,0,0,4.800000000000001,0.87,2.7,90.08,6.300000000000001,987,N/A
2019,1,1,6,30,0,0,0,4.800000000000001,0.87,2.6,98.07000000000001,5.1000000000000005,989,N/A
2019,1,1,7,0,0,0,0,2.5,0.87,2.6,90.91,3.8000000000000003,990,N/A
2019,1,1,7,30,0,0,0,2.5,0.87,2.4000000000000004,95.02,3.2,992,N/A
2019,1,1,8,0,11,3,11,1.1,0.87,2.3000000000000003,89.78,2.6,994,N/A
2019,1,1,8,30,32,2,32,1.1,0.87,2.2,91.25,2.4000000000000004,996,N/A
2019,1,1,9,0,53,14,56,0.2,0.87,2.1,86.05,2.3000000000000003,997,N/A
2019,1,1,9,30,72,34,81,0.2,0.87,2,86.75,2.2,998,N/A
2019,1,1,10,0,92,53,108,-0.5,0.87,1.9000000000000001,82.15,2.2,999,N/A
2019,1,1,10,30,110,73,135,-0.5,0.87,1.9000000000000001,82.15,2.2,999,N/A
2019,1,1,11,0,88,40,103,-0.9,0.87,1.8,79.71000000000001,2.2,999,N/A
2019,1,1,11,30,96,5,98,-0.9,0.87,1.8,80.28,2.1,999,N/A
2019,1,1,12,0,112,35,126,-1.3,0.87,1.7000000000000002,78.45,2.1,999,N/A
2019,1,1,12,30,102,18,109,-1.2000000000000002,0.87,1.7000000000000002,79.65,1.9000000000000001,1000,N/A
2019,1,1,13,0,109,26,119,-1.7000000000000002,0.87,1.7000000000000002,77.87,1.8,1000,N/A
2019,1,1,13,30,119,30,130,-1.6,0.87,1.7000000000000002,79.64,1.5,1001,N/A
2019,1,1,14,0,103,19,109,-2.1,0.87,1.7000000000000002,78.48,1.2000000000000002,1001,N/A
2019,1,1,14,30,87,28,95,-2.1,0.87,1.6,80.85000000000001,0.8,1002,N/A
2019,1,1,15,0,70,26,76,-2.4000000000000004,0.87,1.6,81.23,0.4,1003,N/A
2019,1,1,15,30,46,10,48,-2.4000000000000004,0.87,1.4000000000000001,84.23,-0.1,1003,N/A
2019,1,1,16,0,23,1,23,-2.8000000000000003,0.87,1.3,85.05,-0.6000000000000001,1004,N/A
2019,1,1,16,30,6,13,6,-2.8000000000000003,0.87,1.3,87.02,-0.9,1005,N/A
2019,1,1,17,0,0,0,0,-3.1,0.87,1.2000000000000002,87.42,-1.3,1005,N/A
2019,1,1,17,30,0,0,0,-3.1,0.87,1.1,89.46000000000001,-1.6,1006,N/A
2019,1,1,18,0,0,0,0,-3.6,0.87,1.1,87.84,-1.9000000000000001,1006,N/A
2019,1,1,18,30,0,0,0,-3.6,0.87,1.1,87.84,-1.9000000000000001,1006,N/A
2019,1,1,19,0,0,0,0,-4.4,0.87,0.9,89.01,-2.8000000000000003,1006,N/A
2019,1,1,19,30,0,0,0,-4.3,0.87,0.8,93.17,-3.4000000000000004,1007,N/A
2019,1,1,20,0,0,0,0,-5.300000000000001,0.87,0.7000000000000001,90.49,-4,1007,N/A
2019,1,1,20,30,0,0,0,-5.300000000000001,0.87,0.7000000000000001,92.56,-4.3,1007,N/A
2019,1,1,21,0,0,0,0,-6.300000000000001,0.87,0.7000000000000001,88.02,-4.6000000000000005,1007,N/A
2019,1,1,21,30,0,0,0,-6.300000000000001,0.87,0.7000000000000001,89.36,-4.800000000000001,1007,N/A
2019,1,1,22,0,0,0,0,-7,0.87,0.7000000000000001,86.27,-5.1000000000000005,1007,N/A
2019,1,1,22,30,0,0,0,-7,0.87,0.7000000000000001,86.93,-5.2,1007,N/A
2019,1,1,23,0,0,0,0,-7.800000000000001,0.87,0.6000000000000001,82.96000000000001,-5.4,1007,N/A
2019,1,1,23,30,0,0,0,-7.800000000000001,0.87,0.6000000000000001,83.59,-5.5,1007,N/A
2019,1,2,0,0,0,0,0,-8.4,0.87,0.6000000000000001,80.56,-5.6000000000000005,1007,N/A
2019,1,2,0,30,0,0,0,-8.4,0.87,0.6000000000000001,80.64,-5.6000000000000005,1008,N/A
