Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2010,1,1,0,0,0,0,0,0.145,2.9000000000000004,89.11,-1,1010,N/A
2010,1,1,0,30,0,0,0,0.145,2.7,89.13,-1,1010,N/A
2010,1,1,1,0,0,0,0,0.145,2.5,92.45,-2,1010,N/A
2010,1,1,1,30,0,0,0,0.145,2.4000000000000004,92.48,-2,1010,N/A
2010,1,1,2,0,0,0,0,0.145,2.4000000000000004,96.45,-2,1010,N/A
2010,1,1,2,30,0,0,0,0.145,2.3000000000000003,96.45,-2,1010,N/A
2010,1,1,3,0,0,0,0,0.145,2.3000000000000003,93.9,-3,1010,N/A
2010,1,1,3,30,0,0,0,0.145,2.2,93.89,-3,1010,N/A
2010,1,1,4,0,0,0,0,0.145,2.2,91.93,-3,1010,N/A
2010,1,1,4,30,0,0,0,0.145,2.1,91.93,-3,1010,N/A
2010,1,1,5,0,0,0,0,0.145,2,97.39,-3,1010,N/A
2010,1,1,5,30,0,0,0,0.145,1.8,97.4,-3,1010,N/A
2010,1,1,6,0,0,0,0,0.145,1.7000000000000002,96.31,-4,1010,N/A
2010,1,1,6,30,0,0,0,0.145,1.5,96.32000000000001,-4,1010,N/A
2010,1,1,7,0,0,0,0,0.145,1.4000000000000001,95.77,-4,1010,N/A
2010,1,1,7,30,0,0,0,0.145,1.7000000000000002,82.55,-2,1010,N/A
2010,1,1,8,0,26,437,62,0.145,2,81.21000000000001,-1,1010,N/A
2010,1,1,8,30,42,637,152,0.145,1.8,75.53,0,1010,N/A
2010,1,1,9,0,52,756,246,0.145,1.6,78.73,1,1010,N/A
2010,1,1,9,30,59,829,336,0.145,1.2000000000000002,73.25,2,1010,N/A
