Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2014,1,1,0,0,0,0,0,0.152,2.8000000000000003,97.61,1,1000,N/A
2014,1,1,0,30,0,0,0,0.152,2.8000000000000003,100,0,1000,N/A
2014,1,1,1,0,0,0,0,0.152,2.9000000000000004,100,0,1000,N/A
2014,1,1,1,30,0,0,0,0.152,2.9000000000000004,100,0,1000,N/A
2014,1,1,2,0,0,0,0,0.152,2.9000000000000004,100,0,1000,N/A
2014,1,1,2,30,0,0,0,0.152,2.9000000000000004,100,0,1000,N/A
2014,1,1,3,0,0,0,0,0.152,2.9000000000000004,100,0,1000,N/A
2014,1,1,3,30,0,0,0,0.152,3,100,0,1000,N/A
2014,1,1,4,0,0,0,0,0.152,3.3000000000000003,100,0,1000,N/A
2014,1,1,4,30,0,0,0,0.152,3.5,100,0,1000,N/A
2014,1,1,5,0,0,0,0,0.152,3.8000000000000003,100,1,1000,N/A
2014,1,1,5,30,0,0,0,0.152,4,100,1,1000,N/A
2014,1,1,6,0,0,0,0,0.152,4.2,98.03,1,1000,N/A
2014,1,1,6,30,0,0,0,0.152,4.1000000000000005,98.02,1,1000,N/A
2014,1,1,7,0,0,0,0,0.152,4,98.31,1,1000,N/A
2014,1,1,7,30,0,0,0,0.152,4.4,98.3,1,1000,N/A
2014,1,1,8,0,29,311,54,0.152,4.800000000000001,93.31,2,1000,N/A
2014,1,1,8,30,49,514,138,0.152,4.9,86.91,3,1000,N/A
2014,1,1,9,0,60,656,229,0.152,5.1000000000000005,84.65,5,1000,N/A
2014,1,1,9,30,69,735,315,0.152,5.4,73.64,6,1000,N/A
2014,1,1,10,0,73,800,394,0.152,5.7,68.57000000000001,8,1000,N/A
2014,1,1,10,30,78,837,462,0.152,5.9,64.04,10,1000,N/A
2014,1,1,11,0,80,867,516,0.152,6.2,63.02,12,1000,N/A
2014,1,1,11,30,83,884,556,0.152,6.4,58.95,13,1000,N/A
2014,1,1,12,0,82,898,582,0.152,6.7,60.07,15,990,N/A
2014,1,1,12,30,83,902,591,0.152,6.7,56.28,16,990,N/A
2014,1,1,13,0,82,901,584,0.152,6.800000000000001,58.79,17,990,N/A
2014,1,1,13,30,80,892,560,0.152,6.6000000000000005,58.75,17,990,N/A
2014,1,1,14,0,77,878,521,0.152,6.5,58.4,18,990,N/A
2014,1,1,14,30,74,852,467,0.152,6,58.39,18,990,N/A
2014,1,1,15,0,70,815,400,0.152,5.5,57.480000000000004,18,990,N/A
2014,1,1,15,30,64,762,322,0.152,4.7,61.21,17,990,N/A
2014,1,1,16,0,57,677,235,0.152,3.9000000000000004,67.92,16,990,N/A
2014,1,1,16,30,45,559,145,0.152,3.4000000000000004,77.24,14,990,N/A
2014,1,1,17,0,29,347,60,0.152,2.9000000000000004,80.51,13,990,N/A
2014,1,1,17,30,0,0,0,0.152,2.8000000000000003,86,12,990,N/A
2014,1,1,18,0,0,0,0,0.152,2.8000000000000003,82.7,12,990,N/A
2014,1,1,18,30,0,0,0,0.152,4,88.41,11,990,N/A
2014,1,1,19,0,0,0,0,0.152,5.300000000000001,79.42,11,990,N/A
2014,1,1,19,30,0,0,0,0.152,6.4,90.86,9,1000,N/A
2014,1,1,20,0,0,0,0,0.152,7.6000000000000005,79.13,8,1000,N/A
2014,1,1,20,30,0,0,0,0.152,7.4,90.81,7,1000,N/A
2014,1,1,21,0,0,0,0,0.152,7.2,79.11,6,1000,N/A
2014,1,1,21,30,0,0,0,0.152,7.4,84.9,4,1000,N/A
2014,1,1,22,0,0,0,0,0.152,7.7,72.98,3,1000,N/A
2014,1,1,22,30,0,0,0,0.152,7.7,84.22,1,1000,N/A
2014,1,1,23,0,0,0,0,0.152,7.800000000000001,71.02,0,1000,N/A
2014,1,1,23,30,0,0,0,0.152,7.6000000000000005,71.06,0,1000,N/A
2014,1,2,0,0,0,0,0,0.152,7.4,65.85,-1,1000,N/A
2014,1,2,0,30,0,0,0,0.152,7.300000000000001,65.89,-1,1000,N/A
2014,1,2,1,0,0,0,0,0.152,7.300000000000001,67.11,-2,1000,N/A
2014,1,2,1,30,0,0,0,0.152,7.300000000000001,67.15,-2,1000,N/A
2014,1,2,2,0,0,0,0,0.152,7.300000000000001,69.31,-2,1000,N/A
2014,1,2,2,30,0,0,0,0.152,7.2,69.34,-2,1010,N/A
2014,1,2,3,0,0,0,0,0.152,7.2,66.1,-3,1010,N/A
2014,1,2,3,30,0,0,0,0.152,6.9,66.12,-3,1010,N/A
2014,1,2,4,0,0,0,0,0.152,6.7,68.87,-4,1010,N/A
2014,1,2,4,30,0,0,0,0.152,6.4,68.89,-4,1010,N/A
2014,1,2,5,0,0,0,0,0.152,6.1000000000000005,72.96000000000001,-4,1010,N/A
2014,1,2,5,30,0,0,0,0.152,5.800000000000001,72.98,-4,1010,N/A
2014,1,2,6,0,0,0,0,0.152,5.5,72.10000000000001,-5,1010,N/A
2014,1,2,6,30,0,0,0,0.152,5.300000000000001,72.12,-5,1010,N/A
2014,1,2,7,0,0,0,0,0.152,5.1000000000000005,71.4,-5,1010,N/A
2014,1,2,7,30,0,0,0,0.152,5.2,66.24,-4,1010,N/A
2014,1,2,8,0,24,460,62,0.152,5.4,65.51,-4,1010,N/A
2014,1,2,8,30,39,658,153,0.152,5.4,60.82,-3,1010,N/A
2014,1,2,9,0,48,776,248,0.152,5.5,56.72,-2,1010,N/A
2014,1,2,9,30,55,848,338,0.152,5.300000000000001,52.72,-1,1010,N/A
2014,1,2,10,0,59,898,420,0.152,5.1000000000000005,50.99,0,1010,N/A
2014,1,2,10,30,62,932,489,0.152,4.800000000000001,50.99,0,1010,N/A
2014,1,2,11,0,64,956,546,0.152,4.5,49.870000000000005,1,1010,N/A
2014,1,2,11,30,66,971,588,0.152,4.3,49.85,2,1010,N/A
2014,1,2,12,0,73,968,612,0.152,4.2,48.59,3,1010,N/A
2014,1,2,12,30,73,970,621,0.152,4.1000000000000005,45.24,3,1010,N/A
2014,1,2,13,0,71,970,613,0.152,4,43.74,4,1010,N/A
2014,1,2,13,30,70,961,589,0.152,3.9000000000000004,43.74,4,1010,N/A
2014,1,2,14,0,67,948,549,0.152,3.8000000000000003,45.04,5,1010,N/A
2014,1,2,14,30,65,925,494,0.152,3.6,45.04,5,1010,N/A
2014,1,2,15,0,64,883,424,0.152,3.5,46.38,5,1010,N/A
2014,1,2,15,30,59,834,343,0.152,2.9000000000000004,46.38,4,1010,N/A
2014,1,2,16,0,51,767,254,0.152,2.4000000000000004,50.63,4,1010,N/A
2014,1,2,16,30,41,656,160,0.152,1.8,58.32,2,1010,N/A
2014,1,2,17,0,26,472,69,0.152,1.2000000000000002,75.24,0,1010,N/A
2014,1,2,17,30,0,0,0,0.152,1.2000000000000002,75.25,0,1010,N/A
2014,1,2,18,0,0,0,0,0.152,1.3,70.61,0,1010,N/A
2014,1,2,18,30,0,0,0,0.152,1.2000000000000002,70.62,0,1010,N/A
2014,1,2,19,0,0,0,0,0.152,1.2000000000000002,67.99,0,1010,N/A
2014,1,2,19,30,0,0,0,0.152,1.1,68,0,1010,N/A
2014,1,2,20,0,0,0,0,0.152,1.1,65.61,0,1010,N/A
2014,1,2,20,30,0,0,0,0.152,1,65.61,0,1010,N/A
2014,1,2,21,0,0,0,0,0.152,1,63.870000000000005,0,1010,N/A
2014,1,2,21,30,0,0,0,0.152,1,63.870000000000005,0,1010,N/A
2014,1,2,22,0,0,0,0,0.152,1.1,67.55,-1,1010,N/A
2014,1,2,22,30,0,0,0,0.152,1.1,67.55,-1,1010,N/A
2014,1,2,23,0,0,0,0,0.152,1.2000000000000002,72.39,-1,1010,N/A
2014,1,2,23,30,0,0,0,0.152,1.2000000000000002,72.38,-1,1010,N/A
2014,1,3,0,0,0,0,0,0.152,1.3,72.89,-2,1010,N/A
2014,1,3,0,30,0,0,0,0.152,1.3,72.89,-2,1010,N/A
2014,1,3,1,0,0,0,0,0.152,1.3,78.97,-3,1010,N/A
2014,1,3,1,30,0,0,0,0.152,1.4000000000000001,78.96000000000001,-3,1010,N/A
2014,1,3,2,0,0,0,0,0.152,1.5,79.15,-3,1010,N/A
2014,1,3,2,30,0,0,0,0.152,1.5,79.14,-3,1010,N/A
2014,1,3,3,0,0,0,0,0.152,1.6,79.17,-3,1010,N/A
