Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2015,1,1,0,0,0,0,0,0.148,1.7000000000000002,81.83,0,1010,N/A
2015,1,1,0,30,0,0,0,0.148,1.6,81.8,0,1010,N/A
2015,1,1,1,0,0,0,0,0.148,1.5,83.11,0,1010,N/A
2015,1,1,1,30,0,0,0,0.148,1.5,83.07000000000001,0,1010,N/A
2015,1,1,2,0,0,0,0,0.148,1.5,84.7,0,1010,N/A
2015,1,1,2,30,0,0,0,0.148,1.6,84.68,0,1010,N/A
2015,1,1,3,0,0,0,0,0.148,1.7000000000000002,86.82000000000001,0,1010,N/A
2015,1,1,3,30,0,0,0,0.148,1.8,86.81,0,1010,N/A
2015,1,1,4,0,0,0,0,0.148,1.9000000000000001,88.82000000000001,0,1010,N/A
2015,1,1,4,30,0,0,0,0.148,1.9000000000000001,88.81,0,1010,N/A
2015,1,1,5,0,0,0,0,0.148,1.9000000000000001,90.17,0,1010,N/A
2015,1,1,5,30,0,0,0,0.148,1.8,90.16,0,1010,N/A
2015,1,1,6,0,0,0,0,0.148,1.8,91.27,0,1010,N/A
2015,1,1,6,30,0,0,0,0.148,1.6,91.28,0,1010,N/A
2015,1,1,7,0,0,0,0,0.148,1.4000000000000001,92.78,0,1010,N/A
