Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0.18,4.800000000000001,91.65,3.5,1003,N/A
2019,1,1,0,30,0,0,0,0.18,5.2,95.71000000000001,2.9000000000000004,1004,N/A
2019,1,1,1,0,0,0,0,0.18,5.6000000000000005,91.65,2.4000000000000004,1005,N/A
2019,1,1,1,30,0,0,0,0.18,5.6000000000000005,95.65,1.8,1005,N/A
2019,1,1,2,0,0,0,0,0.18,5.6000000000000005,89.56,1.2000000000000002,1006,N/A
2019,1,1,2,30,0,0,0,0.18,5.5,91.51,0.9,1006,N/A
2019,1,1,3,0,0,0,0,0.18,5.300000000000001,85.5,0.5,1006,N/A
2019,1,1,3,30,0,0,0,0.18,5.2,86.74,0.30000000000000004,1006,N/A
2019,1,1,4,0,0,0,0,0.18,5,82.43,0.1,1006,N/A
2019,1,1,4,30,0,0,0,0.18,4.9,83.63,-0.1,1006,N/A
2019,1,1,5,0,0,0,0,0.18,4.800000000000001,80.52,-0.2,1006,N/A
2019,1,1,5,30,0,0,0,0.18,4.800000000000001,81.18,-0.30000000000000004,1007,N/A
2019,1,1,6,0,0,0,0,0.18,4.7,79.28,-0.5,1007,N/A
2019,1,1,6,30,0,0,0,0.18,4.800000000000001,79.94,-0.6000000000000001,1008,N/A
2019,1,1,7,0,0,0,0,0.18,4.9,77.7,-0.7000000000000001,1008,N/A
2019,1,1,7,30,6,49,6,0.18,5.1000000000000005,74.99,-0.2,1009,N/A
2019,1,1,8,0,33,344,62,0.18,5.300000000000001,71.4,0.30000000000000004,1010,N/A
2019,1,1,8,30,43,461,124,0.18,5.5,68.38,0.9,1010,N/A
2019,1,1,9,0,54,163,96,0.18,5.7,65.77,1.6,1011,N/A
2019,1,1,9,30,111,18,117,0.18,5.6000000000000005,62.57,2.3000000000000003,1011,N/A
2019,1,1,10,0,127,9,131,0.18,5.4,63.54,3.1,1011,N/A
2019,1,1,10,30,99,7,102,0.18,5.2,60.480000000000004,3.8000000000000003,1011,N/A
2019,1,1,11,0,95,2,96,0.18,5,62.550000000000004,4.6000000000000005,1010,N/A
2019,1,1,11,30,153,3,155,0.18,4.9,59.99,5.2,1010,N/A
2019,1,1,12,0,185,10,191,0.18,4.7,62.190000000000005,5.800000000000001,1009,N/A
2019,1,1,12,30,243,75,285,0.18,4.6000000000000005,60.44,6.2,1008,N/A
2019,1,1,13,0,241,65,277,0.18,4.4,62.370000000000005,6.7,1008,N/A
2019,1,1,13,30,239,134,311,0.18,4.3,61.940000000000005,6.800000000000001,1008,N/A
2019,1,1,14,0,196,74,233,0.18,4.1000000000000005,64.07000000000001,7,1007,N/A
2019,1,1,14,30,146,26,158,0.18,3.9000000000000004,65.4,6.7,1007,N/A
2019,1,1,15,0,170,138,226,0.18,3.7,67.95,6.5,1007,N/A
2019,1,1,15,30,131,162,186,0.18,3.5,70.33,6,1007,N/A
2019,1,1,16,0,90,16,94,0.18,3.3000000000000003,73.68,5.5,1007,N/A
2019,1,1,16,30,56,0,56,0.18,3.1,76.89,4.9,1008,N/A
2019,1,1,17,0,26,0,26,0.18,2.9000000000000004,80.98,4.2,1008,N/A
2019,1,1,17,30,3,2,3,0.18,2.9000000000000004,80.98,4.2,1008,N/A
2019,1,1,18,0,0,0,0,0.18,3.4000000000000004,83.14,3.5,1009,N/A
2019,1,1,18,30,0,0,0,0.18,3.6,84.92,3.2,1009,N/A
2019,1,1,19,0,0,0,0,0.18,3.7,84.8,2.8000000000000003,1010,N/A
2019,1,1,19,30,0,0,0,0.18,3.8000000000000003,86.62,2.5,1010,N/A
2019,1,1,20,0,0,0,0,0.18,3.9000000000000004,85.31,2.1,1010,N/A
2019,1,1,20,30,0,0,0,0.18,3.9000000000000004,86.53,1.9000000000000001,1010,N/A
2019,1,1,21,0,0,0,0,0.18,3.9000000000000004,85.2,1.6,1010,N/A
2019,1,1,21,30,0,0,0,0.18,3.9000000000000004,85.82000000000001,1.5,1010,N/A
2019,1,1,22,0,0,0,0,0.18,3.9000000000000004,84.31,1.3,1009,N/A
2019,1,1,22,30,0,0,0,0.18,3.9000000000000004,84.91,1.2000000000000002,1009,N/A
2019,1,1,23,0,0,0,0,0.18,3.9000000000000004,83.19,1.1,1009,N/A
2019,1,1,23,30,0,0,0,0.18,3.8000000000000003,83.79,1,1009,N/A
2019,1,2,0,0,0,0,0,0.18,3.7,83.27,0.8,1009,N/A
2019,1,2,0,30,0,0,0,0.18,3.7,83.87,0.7000000000000001,1009,N/A
2019,1,2,1,0,0,0,0,0.18,3.6,82.94,0.6000000000000001,1009,N/A
2019,1,2,1,30,0,0,0,0.18,3.5,83.54,0.5,1009,N/A
2019,1,2,2,0,0,0,0,0.18,3.4000000000000004,82.96000000000001,0.4,1009,N/A
2019,1,2,2,30,0,0,0,0.18,3.4000000000000004,83.48,0.30000000000000004,1008,N/A
2019,1,2,3,0,0,0,0,0.18,3.4000000000000004,83.36,0.2,1008,N/A
2019,1,2,3,30,0,0,0,0.18,3.6,83.97,0.1,1008,N/A
2019,1,2,4,0,0,0,0,0.18,3.8000000000000003,83.86,0,1008,N/A
2019,1,2,4,30,0,0,0,0.18,3.4000000000000004,83.86,0,1008,N/A
2019,1,2,5,0,0,0,0,0.18,3,85.07000000000001,-0.1,1008,N/A
2019,1,2,5,30,0,0,0,0.18,2.7,85.07000000000001,-0.1,1008,N/A
2019,1,2,6,0,0,0,0,0.18,2.5,86.86,-0.2,1008,N/A
2019,1,2,6,30,0,0,0,0.18,2.7,86.23,-0.1,1008,N/A
2019,1,2,7,0,0,0,0,0.18,3,87.24,-0.1,1008,N/A
2019,1,2,7,30,1,0,1,0.18,3.2,86.07000000000001,0.1,1009,N/A
2019,1,2,8,0,5,0,5,0.18,3.5,87.89,0.2,1009,N/A
2019,1,2,8,30,8,0,8,0.18,3.7,86.63,0.4,1009,N/A
2019,1,2,9,0,11,0,11,0.18,3.9000000000000004,88.34,0.6000000000000001,1009,N/A
2019,1,2,9,30,14,0,14,0.18,3.6,86.45,0.9,1009,N/A
2019,1,2,10,0,19,0,19,0.18,3.3000000000000003,87.91,1.3,1009,N/A
2019,1,2,10,30,24,0,24,0.18,3.1,85.96000000000001,1.6,1008,N/A
2019,1,2,11,0,27,0,27,0.18,2.8000000000000003,88.25,1.9000000000000001,1008,N/A
2019,1,2,11,30,30,0,30,0.18,2.7,86.91,2.1,1007,N/A
2019,1,2,12,0,34,0,34,0.18,2.6,89.38,2.2,1006,N/A
2019,1,2,12,30,38,0,38,0.18,2.7,88.66,2.3000000000000003,1005,N/A
2019,1,2,13,0,39,0,39,0.18,2.7,90.04,2.4000000000000004,1004,N/A
2019,1,2,13,30,39,0,39,0.18,2.8000000000000003,89.4,2.5,1004,N/A
2019,1,2,14,0,39,0,39,0.18,2.8000000000000003,90.47,2.6,1003,N/A
2019,1,2,14,30,29,0,29,0.18,2.7,90.47,2.6,1003,N/A
2019,1,2,15,0,20,0,20,0.18,2.6,91.34,2.6,1003,N/A
2019,1,2,15,30,33,0,33,0.18,2.4000000000000004,91.99,2.5,1003,N/A
2019,1,2,16,0,36,0,36,0.18,2.3000000000000003,92.61,2.5,1003,N/A
2019,1,2,16,30,24,0,24,0.18,2.3000000000000003,93.94,2.3000000000000003,1003,N/A
2019,1,2,17,0,13,0,13,0.18,2.3000000000000003,94.53,2.2,1004,N/A
2019,1,2,17,30,3,4,3,0.18,2.3000000000000003,94.53,2.2,1004,N/A
2019,1,2,18,0,0,0,0,0.18,2.9000000000000004,94.84,2,1004,N/A
2019,1,2,18,30,0,0,0,0.18,3.1,95.52,1.9000000000000001,1004,N/A
2019,1,2,19,0,0,0,0,0.18,3.3000000000000003,94.9,1.8,1004,N/A
2019,1,2,19,30,0,0,0,0.18,3.2,94.9,1.8,1004,N/A
2019,1,2,20,0,0,0,0,0.18,3.2,94.3,1.7000000000000002,1004,N/A
2019,1,2,20,30,0,0,0,0.18,3,94.3,1.7000000000000002,1004,N/A
2019,1,2,21,0,0,0,0,0.18,2.8000000000000003,93.73,1.7000000000000002,1004,N/A
2019,1,2,21,30,0,0,0,0.18,2.5,93.73,1.7000000000000002,1004,N/A
2019,1,2,22,0,0,0,0,0.18,2.3000000000000003,93.84,1.7000000000000002,1004,N/A
2019,1,2,22,30,0,0,0,0.18,2.2,93.74,1.7000000000000002,1003,N/A
2019,1,2,23,0,0,0,0,0.18,2,94.29,1.7000000000000002,1003,N/A
2019,1,2,23,30,0,0,0,0.18,2,94.29,1.7000000000000002,1003,N/A
2019,1,3,0,0,0,0,0,0.18,2,94.33,1.8,1003,N/A
2019,1,3,0,30,0,0,0,0.18,1.9000000000000001,94.33,1.8,1003,N/A
2019,1,3,1,0,0,0,0,0.18,1.8,94.46000000000001,1.9000000000000001,1003,N/A
2019,1,3,1,30,0,0,0,0.18,1.8,94.46000000000001,1.9000000000000001,1003,N/A
2019,1,3,2,0,0,0,0,0.18,1.9000000000000001,94.94,1.9000000000000001,1002,N/A
2019,1,3,2,30,0,0,0,0.18,2,94.94,1.9000000000000001,1002,N/A
2019,1,3,3,0,0,0,0,0.18,2,95.28,1.9000000000000001,1002,N/A
