Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2017,1,1,0,0,0,0,0,0.148,1.1,92.29,8,990,N/A
2017,1,1,0,30,0,0,0,0.148,1.1,92.28,8,990,N/A
2017,1,1,1,0,0,0,0,0.148,1.1,97.67,8,990,N/A
2017,1,1,1,30,0,0,0,0.148,1.1,97.67,8,990,N/A
2017,1,1,2,0,0,0,0,0.148,1.1,100,8,990,N/A
2017,1,1,2,30,0,0,0,0.148,1,100,8,990,N/A
2017,1,1,3,0,0,0,0,0.148,1,100,8,990,N/A
2017,1,1,3,30,0,0,0,0.148,0.9,100,8,990,N/A
2017,1,1,4,0,0,0,0,0.148,0.9,100,8,990,N/A
2017,1,1,4,30,0,0,0,0.148,0.8,100,8,990,N/A
2017,1,1,5,0,0,0,0,0.148,0.7000000000000001,100,8,990,N/A
2017,1,1,5,30,0,0,0,0.148,0.5,100,8,990,N/A
2017,1,1,6,0,0,0,0,0.148,0.4,100,8,990,N/A
2017,1,1,6,30,0,0,0,0.148,0.2,100,8,990,N/A
2017,1,1,7,0,0,0,0,0.148,0.1,100,8,990,N/A
2017,1,1,7,30,0,0,0,0.148,0.30000000000000004,100,9,990,N/A
2017,1,1,8,0,11,0,11,0.148,0.5,95.95,10,990,N/A
2017,1,1,8,30,30,0,30,0.148,0.5,95.96000000000001,10,990,N/A
2017,1,1,9,0,49,0,49,0.148,0.6000000000000001,94.07000000000001,11,990,N/A
2017,1,1,9,30,69,0,69,0.148,0.5,88.06,12,990,N/A
2017,1,1,10,0,99,0,99,0.148,0.4,87.68,13,990,N/A
2017,1,1,10,30,204,133,265,0.148,0.6000000000000001,82.14,14,990,N/A
2017,1,1,11,0,227,111,284,0.148,0.8,69.8,16,990,N/A
2017,1,1,11,30,246,196,351,0.148,1,69.75,17,990,N/A
2017,1,1,12,0,256,105,315,0.148,1.2000000000000002,61.78,18,990,N/A
2017,1,1,12,30,249,297,417,0.148,1.2000000000000002,57.99,18,990,N/A
2017,1,1,13,0,87,856,564,0.148,1.4000000000000001,53.32,19,990,N/A
2017,1,1,13,30,132,0,132,0.148,1.4000000000000001,53.300000000000004,19,990,N/A
2017,1,1,14,0,206,354,386,0.148,1.5,54.42,20,990,N/A
2017,1,1,14,30,186,346,346,0.148,1.4000000000000001,54.410000000000004,19,990,N/A
2017,1,1,15,0,73,773,387,0.148,1.4000000000000001,55.550000000000004,19,990,N/A
2017,1,1,15,30,67,721,312,0.148,1.1,59.13,18,990,N/A
2017,1,1,16,0,58,647,228,0.148,0.8,68.68,18,990,N/A
2017,1,1,16,30,46,530,141,0.148,0.9,77.93,16,990,N/A
2017,1,1,17,0,28,336,58,0.148,1,78.14,15,990,N/A
2017,1,1,17,30,0,0,0,0.148,1.1,83.36,14,990,N/A
2017,1,1,18,0,0,0,0,0.148,1.2000000000000002,85.59,14,990,N/A
2017,1,1,18,30,0,0,0,0.148,1.2000000000000002,91.4,13,990,N/A
2017,1,1,19,0,0,0,0,0.148,1.3,90.65,13,990,N/A
2017,1,1,19,30,0,0,0,0.148,1.3,90.66,12,990,N/A
2017,1,1,20,0,0,0,0,0.148,1.4000000000000001,90.84,12,990,N/A
2017,1,1,20,30,0,0,0,0.148,1.4000000000000001,97.03,12,990,N/A
2017,1,1,21,0,0,0,0,0.148,1.5,98.43,12,990,N/A
2017,1,1,21,30,0,0,0,0.148,1.5,98.43,12,990,N/A
2017,1,1,22,0,0,0,0,0.148,1.6,100,12,990,N/A
2017,1,1,22,30,0,0,0,0.148,1.6,100,12,990,N/A
2017,1,1,23,0,0,0,0,0.148,1.7000000000000002,100,12,990,N/A
2017,1,1,23,30,0,0,0,0.148,1.8,100,12,990,N/A
2017,1,2,0,0,0,0,0,0.148,1.9000000000000001,100,12,990,N/A
2017,1,2,0,30,0,0,0,0.148,1.9000000000000001,100,12,990,N/A
2017,1,2,1,0,0,0,0,0.148,2,100,12,990,N/A
2017,1,2,1,30,0,0,0,0.148,1.9000000000000001,100,12,990,N/A
2017,1,2,2,0,0,0,0,0.148,1.9000000000000001,100,12,990,N/A
2017,1,2,2,30,0,0,0,0.148,1.8,100,12,990,N/A
2017,1,2,3,0,0,0,0,0.148,1.8,100,13,990,N/A
2017,1,2,3,30,0,0,0,0.148,2,100,13,990,N/A
2017,1,2,4,0,0,0,0,0.148,2.3000000000000003,100,13,990,N/A
2017,1,2,4,30,0,0,0,0.148,2.9000000000000004,100,13,990,N/A
2017,1,2,5,0,0,0,0,0.148,3.5,100,14,990,N/A
2017,1,2,5,30,0,0,0,0.148,3.1,100,13,990,N/A
2017,1,2,6,0,0,0,0,0.148,2.7,100,13,990,N/A
2017,1,2,6,30,0,0,0,0.148,1.9000000000000001,100,12,990,N/A
2017,1,2,7,0,0,0,0,0.148,1.2000000000000002,100,12,990,N/A
2017,1,2,7,30,0,0,0,0.148,1.2000000000000002,100,12,990,N/A
2017,1,2,8,0,29,261,50,0.148,1.3,100,13,990,N/A
2017,1,2,8,30,50,470,132,0.148,2.3000000000000003,100,13,990,N/A
2017,1,2,9,0,57,655,226,0.148,3.4000000000000004,95.64,14,990,N/A
2017,1,2,9,30,66,741,313,0.148,4,89.67,15,990,N/A
2017,1,2,10,0,66,826,397,0.148,4.7,76.25,16,990,N/A
