Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,701624,-,-,-,32.77,-96.82,-6,130,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2013,1,1,0,0,0,0,0,0.154,2.7,100,5,1000,N/A
2013,1,1,0,30,0,0,0,0.154,2.6,100,5,1000,N/A
2013,1,1,1,0,0,0,0,0.154,2.5,99.43,5,1000,N/A
2013,1,1,1,30,0,0,0,0.154,2.5,100,5,1000,N/A
2013,1,1,2,0,0,0,0,0.154,2.5,100,5,1000,N/A
2013,1,1,2,30,0,0,0,0.154,2.6,100,4,1000,N/A
2013,1,1,3,0,0,0,0,0.154,2.8000000000000003,100,4,1000,N/A
2013,1,1,3,30,0,0,0,0.154,2.9000000000000004,100,4,1000,N/A
2013,1,1,4,0,0,0,0,0.154,3,97.87,4,1000,N/A
2013,1,1,4,30,0,0,0,0.154,3.1,100,3,1000,N/A
2013,1,1,5,0,0,0,0,0.154,3.3000000000000003,100,3,1000,N/A
2013,1,1,5,30,0,0,0,0.154,3.3000000000000003,100,3,1000,N/A
2013,1,1,6,0,0,0,0,0.154,3.4000000000000004,97.29,3,1000,N/A
2013,1,1,6,30,0,0,0,0.154,3.4000000000000004,100,2,1000,N/A
2013,1,1,7,0,0,0,0,0.154,3.4000000000000004,100,2,1000,N/A
2013,1,1,7,30,0,0,0,0.154,3.6,100,2,1000,N/A
2013,1,1,8,0,3,0,3,0.154,3.8000000000000003,98.31,3,1000,N/A
2013,1,1,8,30,10,0,10,0.154,3.9000000000000004,98.34,3,1000,N/A
2013,1,1,9,0,16,0,16,0.154,4.1000000000000005,91.75,3,1000,N/A
2013,1,1,9,30,22,0,22,0.154,4.1000000000000005,91.78,3,1000,N/A
2013,1,1,10,0,112,0,112,0.154,4.3,86.60000000000001,4,1000,N/A
2013,1,1,10,30,70,0,70,0.154,4.3,86.61,4,1000,N/A
2013,1,1,11,0,142,0,142,0.154,4.3,79.38,5,1000,N/A
2013,1,1,11,30,175,3,177,0.154,4.3,79.35000000000001,5,1000,N/A
2013,1,1,12,0,201,13,209,0.154,4.4,70.98,6,1000,N/A
2013,1,1,12,30,222,26,237,0.154,4.4,70.97,6,1000,N/A
2013,1,1,13,0,214,21,226,0.154,4.5,63.49,7,1000,N/A
2013,1,1,13,30,175,3,177,0.154,4.5,63.49,7,1000,N/A
2013,1,1,14,0,93,0,93,0.154,4.6000000000000005,61.07,8,1000,N/A
2013,1,1,14,30,181,27,194,0.154,4.6000000000000005,61.08,7,1000,N/A
2013,1,1,15,0,113,0,113,0.154,4.6000000000000005,58.74,7,1000,N/A
2013,1,1,15,30,75,0,75,0.154,4.3,62.93,6,1000,N/A
2013,1,1,16,0,49,0,49,0.154,4.1000000000000005,60.89,6,1000,N/A
2013,1,1,16,30,65,422,141,0.154,3.4000000000000004,69.99,4,1000,N/A
2013,1,1,17,0,37,235,58,0.154,2.8000000000000003,74.91,3,1000,N/A
2013,1,1,17,30,0,0,0,0.154,2.8000000000000003,80.45,2,1000,N/A
2013,1,1,18,0,0,0,0,0.154,2.9000000000000004,78.25,2,1000,N/A
2013,1,1,18,30,0,0,0,0.154,2.8000000000000003,84.07000000000001,1,1000,N/A
2013,1,1,19,0,0,0,0,0.154,2.8000000000000003,82.08,1,1000,N/A
2013,1,1,19,30,0,0,0,0.154,2.7,88.24,1,1000,N/A
2013,1,1,20,0,0,0,0,0.154,2.6,86.89,1,1000,N/A
2013,1,1,20,30,0,0,0,0.154,2.3000000000000003,86.9,0,1000,N/A
2013,1,1,21,0,0,0,0,0.154,2,85.95,0,1000,N/A
2013,1,1,21,30,0,0,0,0.154,1.9000000000000001,85.97,0,1000,N/A
2013,1,1,22,0,0,0,0,0.154,1.8,84.18,0,1000,N/A
2013,1,1,22,30,0,0,0,0.154,1.8,84.19,0,1000,N/A
