SiteID,1942204,Site Timezone,-5,Data Timezone,-5,Longitude,-82.5199890137,Latitude,40.7568778992
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2009,1,1,0,0,6.45,-9.040000000000001
2009,1,1,0,5,6.33,-9.06
2009,1,1,0,10,6.21,-9.05
2009,1,1,0,15,6.140000000000001,-9.040000000000001
2009,1,1,0,20,6.1000000000000005,-9.03
2009,1,1,0,25,6.05,-9.03
2009,1,1,0,30,5.95,-9.040000000000001
2009,1,1,0,35,5.8500000000000005,-9.08
2009,1,1,0,40,5.72,-9.11
2009,1,1,0,45,5.6000000000000005,-9.15
2009,1,1,0,50,5.61,-9.16
2009,1,1,0,55,5.66,-9.14
2009,1,1,1,0,5.71,-9.11
2009,1,1,1,5,5.7700000000000005,-9.08
2009,1,1,1,10,5.74,-9.08
2009,1,1,1,15,5.74,-9.09
2009,1,1,1,20,5.74,-9.11
2009,1,1,1,25,5.83,-9.14
2009,1,1,1,30,5.86,-9.17
2009,1,1,1,35,5.76,-9.17
2009,1,1,1,40,5.66,-9.16
2009,1,1,1,45,5.62,-9.16
2009,1,1,1,50,5.59,-9.16
2009,1,1,1,55,5.57,-9.16
2009,1,1,2,0,5.5200000000000005,-9.17
2009,1,1,2,5,5.33,-9.17
2009,1,1,2,10,5.04,-9.18
2009,1,1,2,15,4.86,-9.200000000000001
2009,1,1,2,20,4.7700000000000005,-9.21
2009,1,1,2,25,4.71,-9.22
2009,1,1,2,30,4.69,-9.24
2009,1,1,2,35,4.66,-9.25
2009,1,1,2,40,4.62,-9.27
2009,1,1,2,45,4.61,-9.290000000000001
2009,1,1,2,50,4.61,-9.3
2009,1,1,2,55,4.5,-9.31
2009,1,1,3,0,4.26,-9.32
2009,1,1,3,5,4.1,-9.33
2009,1,1,3,10,3.97,-9.34
2009,1,1,3,15,3.84,-9.35
2009,1,1,3,20,3.67,-9.370000000000001
2009,1,1,3,25,3.44,-9.39
2009,1,1,3,30,3.14,-9.42
2009,1,1,3,35,2.87,-9.450000000000001
2009,1,1,3,40,2.52,-9.5
2009,1,1,3,45,2.18,-9.53
2009,1,1,3,50,1.83,-9.56
2009,1,1,3,55,1.62,-9.58
2009,1,1,4,0,1.44,-9.6
2009,1,1,4,5,1.16,-9.620000000000001
2009,1,1,4,10,0.92,-9.620000000000001
2009,1,1,4,15,0.8200000000000001,-9.620000000000001
2009,1,1,4,20,0.75,-9.61
2009,1,1,4,25,0.7000000000000001,-9.59
2009,1,1,4,30,0.71,-9.57
2009,1,1,4,35,0.67,-9.56
2009,1,1,4,40,0.6,-9.56
2009,1,1,4,45,0.47000000000000003,-9.56
2009,1,1,4,50,0.34,-9.57
2009,1,1,4,55,0.31,-9.58
2009,1,1,5,0,0.29,-9.59
2009,1,1,5,5,0.25,-9.6
2009,1,1,5,10,0.23,-9.6
2009,1,1,5,15,0.24,-9.61
2009,1,1,5,20,0.28,-9.61
2009,1,1,5,25,0.41000000000000003,-9.620000000000001
2009,1,1,5,30,0.59,-9.63
2009,1,1,5,35,0.74,-9.63
2009,1,1,5,40,0.9500000000000001,-9.64
2009,1,1,5,45,1.17,-9.65
2009,1,1,5,50,1.35,-9.65
