Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,889302,-,-,-,40.09,-88.26,-6,227,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2018,1,1,0,0,0,0,0,-24.700000000000003,0.68,3.9000000000000004,71.41,-20.900000000000002,1011,N/A
2018,1,1,0,30,0,0,0,-24.700000000000003,0.68,3.8000000000000003,73.94,-21.3,1011,N/A
2018,1,1,1,0,0,0,0,-25.400000000000002,0.68,3.8000000000000003,71.82000000000001,-21.700000000000003,1012,N/A
2018,1,1,1,30,0,0,0,-25.400000000000002,0.68,3.8000000000000003,73.73,-22,1012,N/A
2018,1,1,2,0,0,0,0,-26.1,0.68,3.8000000000000003,72.07000000000001,-22.400000000000002,1012,N/A
2018,1,1,2,30,0,0,0,-26.1,0.68,3.8000000000000003,74,-22.700000000000003,1012,N/A
2018,1,1,3,0,0,0,0,-26.6,0.68,3.8000000000000003,72.67,-23.1,1012,N/A
2018,1,1,3,30,0,0,0,-26.6,0.68,3.9000000000000004,74.63,-23.400000000000002,1012,N/A
2018,1,1,4,0,0,0,0,-27.1,0.68,3.9000000000000004,73.31,-23.700000000000003,1012,N/A
2018,1,1,4,30,0,0,0,-27.1,0.68,4,74.63,-23.900000000000002,1012,N/A
2018,1,1,5,0,0,0,0,-27.5,0.68,4.1000000000000005,74.01,-24.200000000000003,1013,N/A
2018,1,1,5,30,0,0,0,-27.5,0.68,4.1000000000000005,74.68,-24.3,1013,N/A
2018,1,1,6,0,0,0,0,-27.900000000000002,0.68,4.1000000000000005,72.97,-24.400000000000002,1013,N/A
