Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,889302,-,-,-,40.09,-88.26,-6,227,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2017,1,1,0,0,0,0,0,-6,0.132,1,82.73,-5,980,N/A
2017,1,1,0,30,0,0,0,-6,0.132,0.8,82.74,-4,980,N/A
2017,1,1,1,0,0,0,0,-6,0.132,0.7000000000000001,82.01,-4,980,N/A
2017,1,1,1,30,0,0,0,-6,0.132,0.6000000000000001,82.02,-4,980,N/A
2017,1,1,2,0,0,0,0,-6,0.132,0.5,81.73,-4,990,N/A
2017,1,1,2,30,0,0,0,-6,0.132,0.5,81.74,-4,990,N/A
2017,1,1,3,0,0,0,0,-6,0.132,0.5,81.65,-4,990,N/A
2017,1,1,3,30,0,0,0,-6,0.132,0.5,81.67,-4,990,N/A
2017,1,1,4,0,0,0,0,-6,0.132,0.5,82.32000000000001,-4,990,N/A
2017,1,1,4,30,0,0,0,-6,0.132,0.6000000000000001,82.33,-4,990,N/A
2017,1,1,5,0,0,0,0,-6,0.132,0.7000000000000001,82.77,-4,990,N/A
2017,1,1,5,30,0,0,0,-6,0.132,0.8,82.78,-4,990,N/A
2017,1,1,6,0,0,0,0,-6,0.132,1,83.3,-4,990,N/A
2017,1,1,6,30,0,0,0,-6,0.132,1.3,83.32000000000001,-4,990,N/A
2017,1,1,7,0,0,0,0,-6,0.132,1.7000000000000002,84.41,-4,990,N/A
2017,1,1,7,30,13,244,20,-6,0.132,2.3000000000000003,78.36,-3,990,N/A
2017,1,1,8,0,31,518,88,-5,0.132,2.9000000000000004,75.01,-2,990,N/A
2017,1,1,8,30,43,668,167,-5,0.132,2.9000000000000004,69.73,-1,990,N/A
2017,1,1,9,0,50,763,244,-5,0.132,3,66.94,0,990,N/A
2017,1,1,9,30,56,823,315,-5,0.132,2.9000000000000004,62.29,1,990,N/A
2017,1,1,10,0,60,865,375,-5,0.132,2.8000000000000003,58.800000000000004,2,990,N/A
2017,1,1,10,30,63,892,423,-5,0.132,2.5,58.78,2,990,N/A
2017,1,1,11,0,64,912,458,-4,0.132,2.3000000000000003,56.82,3,990,N/A
2017,1,1,11,30,65,920,478,-4,0.132,2.1,56.79,3,990,N/A
2017,1,1,12,0,64,924,483,-4,0.132,2,53.18,4,990,N/A
2017,1,1,12,30,64,918,474,-4,0.132,2,53.15,4,990,N/A
2017,1,1,13,0,63,904,449,-4,0.132,2.1,50.02,4,990,N/A
2017,1,1,13,30,74,731,364,-4,0.132,2.1,53.620000000000005,4,990,N/A
2017,1,1,14,0,59,847,359,-3,0.132,2.2,56,4,990,N/A
