Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1009854,-,-,-,40.77,-82.5,-5,370,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2011,1,1,0,0,0,0,0,4,0.14100000000000001,5.5,100,5,970,N/A
2011,1,1,0,30,0,0,0,4,0.14100000000000001,5.6000000000000005,100,5,970,N/A
2011,1,1,1,0,0,0,0,4,0.14100000000000001,5.800000000000001,100,5,960,N/A
2011,1,1,1,30,0,0,0,4,0.14100000000000001,5.9,100,5,960,N/A
2011,1,1,2,0,0,0,0,4,0.14100000000000001,6.1000000000000005,100,5,960,N/A
2011,1,1,2,30,0,0,0,4,0.14100000000000001,6,100,5,960,N/A
2011,1,1,3,0,0,0,0,4,0.14100000000000001,5.9,100,5,960,N/A
2011,1,1,3,30,0,0,0,4,0.14100000000000001,5.9,100,5,960,N/A
2011,1,1,4,0,0,0,0,6,0.14100000000000001,5.9,100,6,960,N/A
2011,1,1,4,30,0,0,0,6,0.14100000000000001,6.1000000000000005,100,6,960,N/A
2011,1,1,5,0,0,0,0,6,0.14100000000000001,6.300000000000001,100,6,960,N/A
2011,1,1,5,30,0,0,0,6,0.14100000000000001,6.5,100,6,960,N/A
2011,1,1,6,0,0,0,0,6,0.14100000000000001,6.7,98.89,7,960,N/A
2011,1,1,6,30,0,0,0,6,0.14100000000000001,6.6000000000000005,98.9,7,960,N/A
2011,1,1,7,0,0,0,0,7,0.14100000000000001,6.6000000000000005,100,7,960,N/A
2011,1,1,7,30,0,0,0,7,0.14100000000000001,6.4,100,7,960,N/A
2011,1,1,8,0,0,0,0,7,0.14100000000000001,6.300000000000001,97.41,7,960,N/A
2011,1,1,8,30,10,0,10,7,0.14100000000000001,5.5,97.36,7,960,N/A
2011,1,1,9,0,23,0,23,7,0.14100000000000001,4.7,98.07000000000001,7,960,N/A
2011,1,1,9,30,26,0,26,7,0.14100000000000001,4.3,98.07000000000001,7,960,N/A
2011,1,1,10,0,35,0,35,7,0.14100000000000001,4,98.43,7,960,N/A
2011,1,1,10,30,121,3,122,7,0.14100000000000001,4.1000000000000005,98.43,7,960,N/A
2011,1,1,11,0,72,0,72,7,0.14100000000000001,4.3,99.78,8,960,N/A
2011,1,1,11,30,133,0,133,7,0.14100000000000001,4.1000000000000005,99.7,8,960,N/A
2011,1,1,12,0,182,53,205,8,0.14100000000000001,4,95.48,9,960,N/A
2011,1,1,12,30,189,47,210,8,0.14100000000000001,4.5,95.52,9,960,N/A
2011,1,1,13,0,118,0,118,8,0.14100000000000001,5,88.41,9,960,N/A
2011,1,1,13,30,113,0,113,8,0.14100000000000001,5.1000000000000005,94.56,9,960,N/A
2011,1,1,14,0,136,3,138,6,0.14100000000000001,5.2,85.16,9,960,N/A
2011,1,1,14,30,121,0,121,6,0.14100000000000001,5.2,91.15,8,960,N/A
2011,1,1,15,0,86,0,86,3,0.14100000000000001,5.300000000000001,75.03,8,960,N/A
2011,1,1,15,30,49,0,49,3,0.14100000000000001,4.800000000000001,86.07000000000001,6,960,N/A
2011,1,1,16,0,49,533,144,0,0.14100000000000001,4.4,71.05,5,960,N/A
2011,1,1,16,30,34,373,73,0,0.14100000000000001,3.9000000000000004,81.8,3,970,N/A
2011,1,1,17,0,12,112,14,-2,0.14100000000000001,3.4000000000000004,72.4,2,970,N/A
2011,1,1,17,30,0,0,0,-2,0.14100000000000001,3.4000000000000004,77.83,1,970,N/A
2011,1,1,18,0,0,0,0,-3,0.14100000000000001,3.4000000000000004,70.14,0,970,N/A
2011,1,1,18,30,0,0,0,-3,0.14100000000000001,3.3000000000000003,75.42,0,970,N/A
2011,1,1,19,0,0,0,0,-4,0.14100000000000001,3.3000000000000003,69.64,0,970,N/A
2011,1,1,19,30,0,0,0,-4,0.14100000000000001,3.6,69.66,-1,970,N/A
2011,1,1,20,0,0,0,0,-6,0.14100000000000001,3.9000000000000004,65.63,-2,970,N/A
2011,1,1,20,30,0,0,0,-6,0.14100000000000001,3.9000000000000004,70.66,-2,970,N/A
2011,1,1,21,0,0,0,0,-8,0.14100000000000001,4,66.93,-3,970,N/A
2011,1,1,21,30,0,0,0,-8,0.14100000000000001,3.9000000000000004,66.96000000000001,-3,970,N/A
2011,1,1,22,0,0,0,0,-9,0.14100000000000001,3.8000000000000003,67.65,-4,970,N/A
2011,1,1,22,30,0,0,0,-9,0.14100000000000001,3.9000000000000004,67.67,-4,970,N/A
2011,1,1,23,0,0,0,0,-9,0.14100000000000001,4.1000000000000005,69.18,-5,970,N/A
2011,1,1,23,30,0,0,0,-9,0.14100000000000001,4.1000000000000005,69.19,-5,970,N/A
2011,1,2,0,0,0,0,0,-10,0.14100000000000001,4.2,66.71000000000001,-6,970,N/A
2011,1,2,0,30,0,0,0,-10,0.14100000000000001,4.1000000000000005,66.72,-6,970,N/A
2011,1,2,1,0,0,0,0,-10,0.14100000000000001,4,70.98,-6,970,N/A
2011,1,2,1,30,0,0,0,-10,0.14100000000000001,4,70.99,-6,970,N/A
2011,1,2,2,0,0,0,0,-10,0.14100000000000001,4,69.7,-6,970,N/A
2011,1,2,2,30,0,0,0,-10,0.14100000000000001,3.9000000000000004,69.7,-6,970,N/A
2011,1,2,3,0,0,0,0,-10,0.14100000000000001,3.9000000000000004,68.72,-7,970,N/A
2011,1,2,3,30,0,0,0,-10,0.14100000000000001,3.8000000000000003,68.72,-7,970,N/A
2011,1,2,4,0,0,0,0,-11,0.14100000000000001,3.8000000000000003,67.68,-7,970,N/A
2011,1,2,4,30,0,0,0,-11,0.14100000000000001,3.9000000000000004,67.68,-7,970,N/A
2011,1,2,5,0,0,0,0,-11,0.14100000000000001,4,66.07000000000001,-7,970,N/A
2011,1,2,5,30,0,0,0,-11,0.14100000000000001,4.1000000000000005,66.08,-7,970,N/A
2011,1,2,6,0,0,0,0,-11,0.14100000000000001,4.2,69.01,-7,970,N/A
2011,1,2,6,30,0,0,0,-11,0.14100000000000001,4.3,69.02,-7,970,N/A
2011,1,2,7,0,0,0,0,-12,0.14100000000000001,4.4,66.87,-7,970,N/A
2011,1,2,7,30,0,0,0,-12,0.14100000000000001,4.6000000000000005,61.95,-7,970,N/A
2011,1,2,8,0,0,0,0,-12,0.14100000000000001,4.800000000000001,60.1,-7,970,N/A
2011,1,2,8,30,26,460,65,-12,0.14100000000000001,4.9,60.1,-6,970,N/A
2011,1,2,9,0,58,182,87,-12,0.14100000000000001,5,59.34,-6,970,N/A
2011,1,2,9,30,49,744,221,-12,0.14100000000000001,5,55.01,-5,970,N/A
2011,1,2,10,0,56,809,292,-12,0.14100000000000001,5,55.54,-5,970,N/A
2011,1,2,10,30,61,855,355,-12,0.14100000000000001,5,51.5,-4,970,N/A
2011,1,2,11,0,63,889,406,-12,0.14100000000000001,5,52.53,-4,970,N/A
2011,1,2,11,30,150,414,323,-12,0.14100000000000001,5.1000000000000005,48.74,-3,970,N/A
2011,1,2,12,0,166,379,331,-12,0.14100000000000001,5.2,49.63,-3,970,N/A
2011,1,2,12,30,154,463,359,-12,0.14100000000000001,5.300000000000001,46.08,-3,970,N/A
2011,1,2,13,0,194,119,246,-11,0.14100000000000001,5.4,46.45,-3,970,N/A
2011,1,2,13,30,185,110,232,-11,0.14100000000000001,5.4,46.45,-3,970,N/A
2011,1,2,14,0,158,299,276,-11,0.14100000000000001,5.5,46.36,-3,970,N/A
2011,1,2,14,30,147,211,223,-11,0.14100000000000001,5.4,46.37,-3,970,N/A
2011,1,2,15,0,107,0,107,-12,0.14100000000000001,5.4,49.44,-3,970,N/A
2011,1,2,15,30,97,64,113,-12,0.14100000000000001,5.1000000000000005,49.46,-3,970,N/A
2011,1,2,16,0,41,681,164,-12,0.14100000000000001,4.9,49.410000000000004,-4,970,N/A
2011,1,2,16,30,30,532,86,-12,0.14100000000000001,4.3,49.42,-4,970,N/A
2011,1,2,17,0,12,263,19,-11,0.14100000000000001,3.8000000000000003,55.97,-5,970,N/A
2011,1,2,17,30,0,0,0,-11,0.14100000000000001,3.6,55.97,-5,970,N/A
2011,1,2,18,0,0,0,0,-11,0.14100000000000001,3.5,62.51,-5,970,N/A
2011,1,2,18,30,0,0,0,-11,0.14100000000000001,3.4000000000000004,62.52,-5,970,N/A
2011,1,2,19,0,0,0,0,-10,0.14100000000000001,3.3000000000000003,64.23,-5,980,N/A
2011,1,2,19,30,0,0,0,-10,0.14100000000000001,3.2,64.23,-5,980,N/A
2011,1,2,20,0,0,0,0,-10,0.14100000000000001,3.2,66.01,-5,980,N/A
2011,1,2,20,30,0,0,0,-10,0.14100000000000001,3.1,66.01,-5,980,N/A
2011,1,2,21,0,0,0,0,-10,0.14100000000000001,3.1,67.95,-5,980,N/A
2011,1,2,21,30,0,0,0,-10,0.14100000000000001,3.1,67.95,-5,980,N/A
2011,1,2,22,0,0,0,0,-9,0.14100000000000001,3.1,69.49,-5,980,N/A
2011,1,2,22,30,0,0,0,-9,0.14100000000000001,3,69.49,-5,980,N/A
2011,1,2,23,0,0,0,0,-9,0.14100000000000001,3,70.83,-5,980,N/A
2011,1,2,23,30,0,0,0,-9,0.14100000000000001,2.9000000000000004,70.83,-5,980,N/A
2011,1,3,0,0,0,0,0,-9,0.14100000000000001,2.8000000000000003,77.4,-6,980,N/A
2011,1,3,0,30,0,0,0,-9,0.14100000000000001,2.8000000000000003,77.4,-6,980,N/A
2011,1,3,1,0,0,0,0,-9,0.14100000000000001,2.8000000000000003,76.97,-7,980,N/A
2011,1,3,1,30,0,0,0,-9,0.14100000000000001,2.8000000000000003,76.99,-7,980,N/A
2011,1,3,2,0,0,0,0,-9,0.14100000000000001,2.8000000000000003,82.62,-7,980,N/A
2011,1,3,2,30,0,0,0,-9,0.14100000000000001,2.8000000000000003,82.62,-7,980,N/A
