Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1009854,-,-,-,40.77,-82.5,-5,370,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2014,1,1,0,0,0,0,0,-9,0.866,2.3000000000000003,77.92,-6,980,N/A
2014,1,1,0,30,0,0,0,-9,0.866,2.2,77.92,-6,980,N/A
2014,1,1,1,0,0,0,0,-9,0.866,2.2,76.79,-7,980,N/A
2014,1,1,1,30,0,0,0,-9,0.866,1.9000000000000001,76.79,-7,980,N/A
2014,1,1,2,0,0,0,0,-9,0.866,1.7000000000000002,81.66,-7,980,N/A
2014,1,1,2,30,0,0,0,-9,0.866,1.4000000000000001,81.66,-7,980,N/A
2014,1,1,3,0,0,0,0,-9,0.866,1.1,81.15,-7,980,N/A
2014,1,1,3,30,0,0,0,-9,0.866,1.1,81.12,-7,980,N/A
2014,1,1,4,0,0,0,0,-9,0.866,1.1,81.69,-7,980,N/A
2014,1,1,4,30,0,0,0,-9,0.866,1.3,75.65,-7,980,N/A
2014,1,1,5,0,0,0,0,-9,0.866,1.5,76.05,-7,980,N/A
2014,1,1,5,30,0,0,0,-9,0.866,1.6,76.05,-6,980,N/A
2014,1,1,6,0,0,0,0,-9,0.866,1.8,77.08,-6,980,N/A
2014,1,1,6,30,0,0,0,-9,0.866,1.9000000000000001,77.08,-6,980,N/A
2014,1,1,7,0,0,0,0,-8,0.866,2,79.96000000000001,-6,980,N/A
2014,1,1,7,30,0,0,0,-8,0.866,2.1,79.96000000000001,-6,980,N/A
2014,1,1,8,0,0,0,0,-8,0.866,2.2,81.56,-6,980,N/A
2014,1,1,8,30,10,0,10,-8,0.866,2.3000000000000003,75.59,-5,980,N/A
2014,1,1,9,0,23,0,23,-8,0.866,2.4000000000000004,72.71000000000001,-5,980,N/A
2014,1,1,9,30,69,0,69,-8,0.866,2.4000000000000004,67.48,-4,980,N/A
2014,1,1,10,0,65,0,65,-7,0.866,2.5,71.74,-4,980,N/A
2014,1,1,10,30,123,6,126,-7,0.866,2.4000000000000004,66.6,-3,980,N/A
2014,1,1,11,0,122,0,122,-6,0.866,2.4000000000000004,71.74,-2,980,N/A
2014,1,1,11,30,140,0,140,-6,0.866,2.2,66.63,-1,980,N/A
2014,1,1,12,0,155,9,159,-5,0.866,2,71.83,-1,980,N/A
2014,1,1,12,30,176,32,190,-5,0.866,1.7000000000000002,66.75,-1,970,N/A
2014,1,1,13,0,187,67,216,-4,0.866,1.5,70.95,-1,970,N/A
2014,1,1,13,30,159,18,166,-4,0.866,1.5,70.92,0,970,N/A
2014,1,1,14,0,169,96,207,-4,0.866,1.6,73.88,0,970,N/A
2014,1,1,14,30,141,264,235,-4,0.866,1.8,73.87,0,970,N/A
2014,1,1,15,0,113,305,206,-3,0.866,2.1,76.37,0,970,N/A
2014,1,1,15,30,89,280,158,-3,0.866,2.3000000000000003,76.36,0,970,N/A
2014,1,1,16,0,56,352,119,-3,0.866,2.6,83.51,-1,970,N/A
2014,1,1,16,30,41,172,59,-3,0.866,2.9000000000000004,83.51,-1,970,N/A
