Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,91876,-,-,-,34.89,-117.06,0,665,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2014,1,1,0,0,32,568,105,-3,82.56,0.227,1.3,37.71,11,940,N/A
2014,1,1,0,30,15,305,27,-3,87.74,0.227,1.3,43.15,10,940,N/A
2014,1,1,1,0,0,0,0,-5,93.16,0.227,1.4000000000000001,41.15,9,940,N/A
2014,1,1,1,30,0,0,0,-5,98.78,0.227,1.3,44.07,8,940,N/A
2014,1,1,2,0,0,0,0,-5,104.55,0.227,1.3,42.42,8,940,N/A
2014,1,1,2,30,0,0,0,-5,110.45,0.227,1.1,42.42,8,940,N/A
2014,1,1,3,0,0,0,0,-6,116.45,0.227,1,40.730000000000004,8,940,N/A
2014,1,1,3,30,0,0,0,-6,122.53,0.227,0.8,40.730000000000004,8,940,N/A
2014,1,1,4,0,0,0,0,-7,128.65,0.227,0.6000000000000001,35.64,8,940,N/A
2014,1,1,4,30,0,0,0,-7,134.8,0.227,0.5,38.18,8,940,N/A
2014,1,1,5,0,0,0,0,-7,140.94,0.227,0.4,36.54,8,940,N/A
2014,1,1,5,30,0,0,0,-7,147.01,0.227,0.5,36.54,7,940,N/A
2014,1,1,6,0,0,0,0,-7,152.95000000000002,0.227,0.7000000000000001,35.93,7,940,N/A
2014,1,1,6,30,0,0,0,-7,158.6,0.227,0.8,35.92,7,940,N/A
2014,1,1,7,0,0,0,0,-8,163.62,0.227,0.9,35.39,7,940,N/A
2014,1,1,7,30,0,0,0,-8,167.20000000000002,0.227,0.9,37.92,6,940,N/A
2014,1,1,8,0,0,0,0,-8,167.97,0.227,0.9,37.27,6,940,N/A
2014,1,1,8,30,0,0,0,-8,165.47,0.227,0.9,39.97,5,940,N/A
2014,1,1,9,0,0,0,0,-8,160.95000000000002,0.227,1,39.64,5,940,N/A
