Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,91876,-,-,-,34.89,-117.06,0,665,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2013,1,1,0,0,41,483,104,-7,82.52,0.229,0.8,44.77,4,940,N/A
2013,1,1,0,30,18,194,26,-7,87.7,0.229,0.6000000000000001,48.08,3,940,N/A
2013,1,1,1,0,0,0,0,-9,93.13,0.229,0.5,41.02,3,940,N/A
2013,1,1,1,30,0,0,0,-9,98.74000000000001,0.229,0.30000000000000004,41.02,3,940,N/A
2013,1,1,2,0,0,0,0,-10,104.52,0.229,0.1,40.12,3,940,N/A
2013,1,1,2,30,0,0,0,-10,110.42,0.229,0.30000000000000004,43.1,3,940,N/A
2013,1,1,3,0,0,0,0,-10,116.42,0.229,0.5,42.84,3,940,N/A
2013,1,1,3,30,0,0,0,-10,122.5,0.229,0.6000000000000001,42.84,2,940,N/A
2013,1,1,4,0,0,0,0,-10,128.62,0.229,0.8,42.67,2,940,N/A
2013,1,1,4,30,0,0,0,-10,134.77,0.229,0.8,45.86,2,940,N/A
2013,1,1,5,0,0,0,0,-10,140.9,0.229,0.9,45.69,2,940,N/A
2013,1,1,5,30,0,0,0,-10,146.98,0.229,0.9,45.69,1,940,N/A
2013,1,1,6,0,0,0,0,-10,152.92000000000002,0.229,1,45.49,1,940,N/A
2013,1,1,6,30,0,0,0,-10,158.57,0.229,1,45.480000000000004,1,940,N/A
2013,1,1,7,0,0,0,0,-10,163.58,0.229,1,45.49,1,940,N/A
2013,1,1,7,30,0,0,0,-10,167.17000000000002,0.229,1,45.49,1,940,N/A
2013,1,1,8,0,0,0,0,-10,167.95000000000002,0.229,1,45.71,1,940,N/A
2013,1,1,8,30,0,0,0,-10,165.46,0.229,1,45.72,1,940,N/A
2013,1,1,9,0,0,0,0,-10,160.96,0.229,1.1,45.83,1,940,N/A
2013,1,1,9,30,0,0,0,-10,155.54,0.229,1,45.82,1,940,N/A
2013,1,1,10,0,0,0,0,-10,149.70000000000002,0.229,0.9,45.58,1,940,N/A
2013,1,1,10,30,0,0,0,-10,143.67000000000002,0.229,0.7000000000000001,45.57,0,940,N/A
2013,1,1,11,0,0,0,0,-10,137.56,0.229,0.6000000000000001,45.300000000000004,0,940,N/A
2013,1,1,11,30,0,0,0,-10,131.41,0.229,0.7000000000000001,45.28,0,940,N/A
2013,1,1,12,0,0,0,0,-10,125.27,0.229,0.8,48.59,0,940,N/A
2013,1,1,12,30,0,0,0,-10,119.16,0.229,0.9,48.59,0,940,N/A
2013,1,1,13,0,0,0,0,-10,113.12,0.229,1,48.86,0,940,N/A
2013,1,1,13,30,0,0,0,-10,107.17,0.229,1,48.870000000000005,0,940,N/A
2013,1,1,14,0,0,0,0,-10,101.33,0.229,1.1,52.42,-1,940,N/A
2013,1,1,14,30,0,0,0,-10,95.64,0.229,1,48.730000000000004,0,940,N/A
2013,1,1,15,0,0,0,0,-9,90.11,0.229,1,52,0,940,N/A
2013,1,1,15,30,32,69,39,-9,84.82000000000001,0.229,1.6,48.36,1,940,N/A
2013,1,1,16,0,67,137,91,-10,79.78,0.229,2.3000000000000003,42.32,2,940,N/A
2013,1,1,16,30,56,726,243,-10,75.08,0.229,2.9000000000000004,39.4,3,940,N/A
2013,1,1,17,0,99,494,262,-11,70.76,0.229,3.5,34.85,5,940,N/A
2013,1,1,17,30,171,148,229,-11,66.92,0.229,3.7,32.480000000000004,6,940,N/A
2013,1,1,18,0,146,510,372,-11,63.64,0.229,4,29.48,7,940,N/A
2013,1,1,18,30,75,918,520,-11,61.01,0.229,4.1000000000000005,27.490000000000002,7,940,N/A
2013,1,1,19,0,179,508,440,-11,59.13,0.229,4.3,25.16,8,940,N/A
2013,1,1,19,30,245,208,355,-11,58.06,0.229,4.3,25.150000000000002,8,940,N/A
2013,1,1,20,0,237,286,390,-11,57.85,0.229,4.4,24.91,9,940,N/A
2013,1,1,20,30,211,393,417,-11,58.51,0.229,4.4,24.91,9,940,N/A
2013,1,1,21,0,211,48,235,-11,60.02,0.229,4.4,23.05,9,940,N/A
2013,1,1,21,30,192,331,346,-11,62.300000000000004,0.229,4.4,24.67,9,940,N/A
2013,1,1,22,0,160,376,317,-12,65.28,0.229,4.4,24.43,9,940,N/A
2013,1,1,22,30,150,69,175,-12,68.87,0.229,3.9000000000000004,26.17,8,940,N/A
2013,1,1,23,0,100,374,210,-11,72.97,0.229,3.4000000000000004,27.61,8,940,N/A
2013,1,1,23,30,64,0,64,-11,77.5,0.229,2.5,31.740000000000002,6,940,N/A
2013,1,2,0,0,35,0,35,-9,82.39,0.229,1.7000000000000002,43.300000000000004,4,940,N/A
2013,1,2,0,30,9,0,9,-9,87.57000000000001,0.229,1.6,46.52,3,940,N/A
2013,1,2,1,0,0,0,0,-9,92.99,0.229,1.6,48.34,2,940,N/A
2013,1,2,1,30,0,0,0,-9,98.60000000000001,0.229,1.6,48.35,1,940,N/A
2013,1,2,2,0,0,0,0,-10,104.38,0.229,1.6,46.64,1,940,N/A
2013,1,2,2,30,0,0,0,-10,110.28,0.229,1.6,46.65,0,940,N/A
2013,1,2,3,0,0,0,0,-10,116.28,0.229,1.6,45.12,0,940,N/A
2013,1,2,3,30,0,0,0,-10,122.36,0.229,1.5,45.13,0,940,N/A
2013,1,2,4,0,0,0,0,-10,128.49,0.229,1.5,43.910000000000004,0,940,N/A
2013,1,2,4,30,0,0,0,-10,134.63,0.229,1.5,43.910000000000004,0,940,N/A
2013,1,2,5,0,0,0,0,-11,140.77,0.229,1.6,42.97,0,940,N/A
2013,1,2,5,30,0,0,0,-11,146.84,0.229,1.6,42.97,0,940,N/A
2013,1,2,6,0,0,0,0,-11,152.78,0.229,1.6,45.74,0,940,N/A
2013,1,2,6,30,0,0,0,-11,158.43,0.229,1.6,45.730000000000004,0,940,N/A
2013,1,2,7,0,0,0,0,-11,163.45000000000002,0.229,1.7000000000000002,45.85,0,940,N/A
2013,1,2,7,30,0,0,0,-11,167.05,0.229,1.7000000000000002,45.84,0,940,N/A
2013,1,2,8,0,0,0,0,-11,167.88,0.229,1.7000000000000002,46.35,0,940,N/A
2013,1,2,8,30,0,0,0,-11,165.45000000000002,0.229,1.6,46.34,0,940,N/A
2013,1,2,9,0,0,0,0,-10,160.98,0.229,1.6,46.910000000000004,0,940,N/A
2013,1,2,9,30,0,0,0,-10,155.57,0.229,1.6,46.9,0,940,N/A
2013,1,2,10,0,0,0,0,-10,149.75,0.229,1.6,47.37,0,940,N/A
2013,1,2,10,30,0,0,0,-10,143.73,0.229,1.6,47.36,0,940,N/A
2013,1,2,11,0,0,0,0,-10,137.61,0.229,1.6,47.62,0,940,N/A
2013,1,2,11,30,0,0,0,-10,131.46,0.229,1.6,47.61,0,940,N/A
2013,1,2,12,0,0,0,0,-10,125.32000000000001,0.229,1.6,51.370000000000005,0,940,N/A
2013,1,2,12,30,0,0,0,-10,119.22,0.229,1.5,47.74,0,940,N/A
2013,1,2,13,0,0,0,0,-10,113.17,0.229,1.5,47.77,0,940,N/A
2013,1,2,13,30,0,0,0,-10,107.22,0.229,1.5,47.76,0,940,N/A
2013,1,2,14,0,0,0,0,-10,101.37,0.229,1.5,47.74,0,940,N/A
2013,1,2,14,30,0,0,0,-10,95.67,0.229,1.4000000000000001,44.39,0,940,N/A
2013,1,2,15,0,0,0,0,-9,90.14,0.229,1.4000000000000001,48.46,0,940,N/A
2013,1,2,15,30,26,511,72,-9,84.84,0.229,1.9000000000000001,45.1,2,940,N/A
2013,1,2,16,0,38,704,163,-9,79.79,0.229,2.4000000000000004,39.49,5,940,N/A
2013,1,2,16,30,47,809,255,-9,75.08,0.229,3.3000000000000003,36.81,6,940,N/A
2013,1,2,17,0,52,878,341,-10,70.75,0.229,4.2,29.75,7,940,N/A
2013,1,2,17,30,56,922,418,-10,66.9,0.229,4.5,27.77,8,940,N/A
2013,1,2,18,0,62,946,483,-10,63.6,0.229,4.800000000000001,26.41,9,940,N/A
2013,1,2,18,30,64,967,534,-10,60.96,0.229,4.6000000000000005,26.400000000000002,9,940,N/A
2013,1,2,19,0,67,978,570,-9,59.06,0.229,4.5,25.1,10,940,N/A
2013,1,2,19,30,68,985,591,-9,57.97,0.229,4.3,25.09,10,940,N/A
2013,1,2,20,0,69,984,594,-9,57.75,0.229,4.1000000000000005,23.67,11,940,N/A
2013,1,2,20,30,68,980,582,-9,58.4,0.229,3.9000000000000004,23.66,11,940,N/A
2013,1,2,21,0,72,956,551,-9,59.9,0.229,3.8000000000000003,23.740000000000002,12,940,N/A
2013,1,2,21,30,70,937,507,-9,62.18,0.229,3.6,23.73,12,940,N/A
2013,1,2,22,0,67,905,448,-9,65.15,0.229,3.5,23.94,12,940,N/A
2013,1,2,22,30,63,864,376,-9,68.73,0.229,2.6,25.6,11,940,N/A
2013,1,2,23,0,98,402,217,-6,72.83,0.229,1.8,34.64,10,940,N/A
2013,1,2,23,30,48,710,204,-6,77.36,0.229,1.5,39.72,8,940,N/A
2013,1,3,0,0,37,551,111,-6,82.25,0.229,1.2000000000000002,46.4,6,940,N/A
2013,1,3,0,30,18,273,30,-6,87.42,0.229,1.2000000000000002,46.410000000000004,5,940,N/A
2013,1,3,1,0,0,0,0,-8,92.85000000000001,0.229,1.2000000000000002,40.87,5,940,N/A
2013,1,3,1,30,0,0,0,-8,98.46000000000001,0.229,1.2000000000000002,43.85,5,940,N/A
2013,1,3,2,0,0,0,0,-8,104.24000000000001,0.229,1.2000000000000002,41.85,5,940,N/A
2013,1,3,2,30,0,0,0,-8,110.14,0.229,1.2000000000000002,41.85,4,940,N/A
2013,1,3,3,0,0,0,0,-8,116.15,0.229,1.2000000000000002,40.96,4,940,N/A
2013,1,3,3,30,0,0,0,-8,122.22,0.229,1.2000000000000002,43.980000000000004,4,940,N/A
2013,1,3,4,0,0,0,0,-9,128.35,0.229,1.3,43.06,4,940,N/A
2013,1,3,4,30,0,0,0,-9,134.49,0.229,1.3,43.06,3,940,N/A
2013,1,3,5,0,0,0,0,-9,140.63,0.229,1.4000000000000001,42.39,3,940,N/A
2013,1,3,5,30,0,0,0,-9,146.70000000000002,0.229,1.4000000000000001,45.53,2,940,N/A
2013,1,3,6,0,0,0,0,-9,152.64000000000001,0.229,1.5,44.89,2,940,N/A
2013,1,3,6,30,0,0,0,-9,158.29,0.229,1.5,48.25,2,940,N/A
2013,1,3,7,0,0,0,0,-9,163.3,0.229,1.6,47.65,2,940,N/A
2013,1,3,7,30,0,0,0,-9,166.92000000000002,0.229,1.6,47.65,1,940,N/A
2013,1,3,8,0,0,0,0,-9,167.79,0.229,1.6,47.19,1,940,N/A
2013,1,3,8,30,0,0,0,-9,165.42000000000002,0.229,1.6,47.19,1,940,N/A
2013,1,3,9,0,0,0,0,-10,160.99,0.229,1.6,46.800000000000004,1,940,N/A
