SiteID,2179748,Site Timezone,-5,Data Timezone,-5,Longitude,-76.1702880859,Latitude,43.0673561096
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2012,1,1,0,0,6.24,2.58
2012,1,1,0,5,6.16,2.56
2012,1,1,0,10,5.84,2.5300000000000002
2012,1,1,0,15,5.64,2.5
2012,1,1,0,20,5.62,2.49
2012,1,1,0,25,5.71,2.48
2012,1,1,0,30,5.72,2.48
2012,1,1,0,35,5.54,2.46
2012,1,1,0,40,5.2,2.44
2012,1,1,0,45,4.8500000000000005,2.43
2012,1,1,0,50,4.64,2.42
2012,1,1,0,55,4.61,2.41
2012,1,1,1,0,4.9,2.37
2012,1,1,1,5,5.43,2.32
2012,1,1,1,10,5.83,2.31
2012,1,1,1,15,5.7700000000000005,2.37
2012,1,1,1,20,5.4,2.44
2012,1,1,1,25,4.95,2.47
2012,1,1,1,30,4.68,2.46
2012,1,1,1,35,4.5600000000000005,2.44
2012,1,1,1,40,4.53,2.42
2012,1,1,1,45,4.55,2.37
2012,1,1,1,50,4.42,2.2800000000000002
2012,1,1,1,55,4.65,2.2
2012,1,1,2,0,5.51,2.16
2012,1,1,2,5,6.5200000000000005,2.11
2012,1,1,2,10,6.890000000000001,2.0300000000000002
2012,1,1,2,15,6.66,1.99
2012,1,1,2,20,6.21,2.02
2012,1,1,2,25,5.63,2.0300000000000002
2012,1,1,2,30,5.18,2.0300000000000002
2012,1,1,2,35,4.83,2.02
2012,1,1,2,40,4.71,2.0100000000000002
2012,1,1,2,45,4.66,2.0100000000000002
2012,1,1,2,50,4.62,2.0100000000000002
2012,1,1,2,55,4.53,2.02
2012,1,1,3,0,4.39,2.0300000000000002
2012,1,1,3,5,4.17,2.04
2012,1,1,3,10,3.93,2.05
2012,1,1,3,15,3.67,2.04
2012,1,1,3,20,3.48,2.0300000000000002
2012,1,1,3,25,3.3200000000000003,2.02
2012,1,1,3,30,3.15,2.0300000000000002
2012,1,1,3,35,3.0100000000000002,2.0300000000000002
2012,1,1,3,40,2.9,2.02
2012,1,1,3,45,2.82,2.0100000000000002
2012,1,1,3,50,2.72,1.98
2012,1,1,3,55,2.58,1.95
2012,1,1,4,0,2.34,1.92
2012,1,1,4,5,2.08,1.9000000000000001
2012,1,1,4,10,1.72,1.8900000000000001
2012,1,1,4,15,1.41,1.9000000000000001
2012,1,1,4,20,1.1300000000000001,1.92
2012,1,1,4,25,0.9,1.95
2012,1,1,4,30,0.77,1.99
2012,1,1,4,35,0.68,2.02
2012,1,1,4,40,0.66,2.02
2012,1,1,4,45,0.91,2.02
2012,1,1,4,50,1.29,1.98
2012,1,1,4,55,1.73,1.94
2012,1,1,5,0,2.09,1.93
2012,1,1,5,5,2.3000000000000003,1.98
2012,1,1,5,10,2.37,2.06
2012,1,1,5,15,2.47,2.15
2012,1,1,5,20,2.74,2.2
2012,1,1,5,25,3.0500000000000003,2.23
2012,1,1,5,30,3.25,2.24
2012,1,1,5,35,3.27,2.25
2012,1,1,5,40,3.2600000000000002,2.24
2012,1,1,5,45,3.43,2.16
2012,1,1,5,50,3.7600000000000002,2
2012,1,1,5,55,4.17,1.8
2012,1,1,6,0,4.5,1.6400000000000001
2012,1,1,6,5,4.79,1.61
2012,1,1,6,10,5.1000000000000005,1.6600000000000001
2012,1,1,6,15,5.37,1.78
2012,1,1,6,20,5.4,1.93
2012,1,1,6,25,5.29,2.07
2012,1,1,6,30,5.19,2.18
2012,1,1,6,35,5.15,2.21
2012,1,1,6,40,5.03,2.24
2012,1,1,6,45,4.97,2.2600000000000002
2012,1,1,6,50,5,2.2800000000000002
2012,1,1,6,55,4.96,2.31
2012,1,1,7,0,4.96,2.34
2012,1,1,7,5,5.13,2.35
2012,1,1,7,10,5.44,2.35
2012,1,1,7,15,5.74,2.36
2012,1,1,7,20,5.99,2.37
2012,1,1,7,25,6.25,2.33
2012,1,1,7,30,6.5600000000000005,2.2800000000000002
2012,1,1,7,35,6.87,2.25
2012,1,1,7,40,7.140000000000001,2.24
2012,1,1,7,45,7.28,2.23
2012,1,1,7,50,7.23,2.22
2012,1,1,7,55,7.09,2.2
2012,1,1,8,0,6.88,2.2
2012,1,1,8,5,6.54,2.21
2012,1,1,8,10,6.23,2.21
2012,1,1,8,15,6.11,2.19
2012,1,1,8,20,6.15,2.16
2012,1,1,8,25,6.3100000000000005,2.16
2012,1,1,8,30,6.61,2.17
2012,1,1,8,35,6.8100000000000005,2.19
2012,1,1,8,40,6.79,2.2
2012,1,1,8,45,6.67,2.22
2012,1,1,8,50,6.58,2.2600000000000002
2012,1,1,8,55,6.6000000000000005,2.31
2012,1,1,9,0,6.58,2.36
2012,1,1,9,5,6.68,2.44
2012,1,1,9,10,6.79,2.54
2012,1,1,9,15,6.98,2.67
2012,1,1,9,20,7.26,2.8000000000000003
2012,1,1,9,25,7.4,2.94
2012,1,1,9,30,7.61,3.0700000000000003
2012,1,1,9,35,7.8,3.2
2012,1,1,9,40,7.86,3.25
2012,1,1,9,45,7.62,3.29
2012,1,1,9,50,7.38,3.37
2012,1,1,9,55,7.34,3.5
2012,1,1,10,0,7.29,3.63
2012,1,1,10,5,7.24,3.74
2012,1,1,10,10,7.22,3.86
2012,1,1,10,15,7.140000000000001,3.95
2012,1,1,10,20,6.9,4.03
2012,1,1,10,25,6.74,4.12
2012,1,1,10,30,6.7,4.23
2012,1,1,10,35,6.82,4.36
2012,1,1,10,40,7,4.54
2012,1,1,10,45,7.26,4.76
2012,1,1,10,50,7.24,4.95
2012,1,1,10,55,7.29,5.13
2012,1,1,11,0,7.54,5.3
2012,1,1,11,5,7.88,5.47
2012,1,1,11,10,8.17,5.62
2012,1,1,11,15,8.32,5.73
2012,1,1,11,20,8.370000000000001,5.82
2012,1,1,11,25,8.3,5.91
2012,1,1,11,30,8.19,6.01
2012,1,1,11,35,8.19,6.11
2012,1,1,11,40,8.24,6.2
2012,1,1,11,45,8.26,6.28
2012,1,1,11,50,8.23,6.3500000000000005
2012,1,1,11,55,8.15,6.41
2012,1,1,12,0,8.1,6.49
2012,1,1,12,5,7.94,6.58
2012,1,1,12,10,7.7700000000000005,6.66
2012,1,1,12,15,7.61,6.74
2012,1,1,12,20,7.48,6.83
2012,1,1,12,25,7.36,6.93
2012,1,1,12,30,7.3500000000000005,7.04
2012,1,1,12,35,7.3100000000000005,7.15
2012,1,1,12,40,7.21,7.25
2012,1,1,12,45,7.22,7.33
2012,1,1,12,50,7.32,7.390000000000001
2012,1,1,12,55,7.67,7.43
2012,1,1,13,0,8.13,7.46
2012,1,1,13,5,8.59,7.49
2012,1,1,13,10,8.97,7.5200000000000005
2012,1,1,13,15,9.27,7.5600000000000005
2012,1,1,13,20,9.450000000000001,7.61
2012,1,1,13,25,9.58,7.640000000000001
2012,1,1,13,30,9.870000000000001,7.68
2012,1,1,13,35,8.93,7.67
2012,1,1,13,40,8.83,7.67
2012,1,1,13,45,8.83,7.69
2012,1,1,13,50,8.290000000000001,7.7
2012,1,1,13,55,6.68,7.68
2012,1,1,14,0,5.14,7.67
2012,1,1,14,5,4.45,7.640000000000001
2012,1,1,14,10,4.38,7.59
2012,1,1,14,15,4.79,7.62
2012,1,1,14,20,5.58,7.66
2012,1,1,14,25,6.12,7.74
2012,1,1,14,30,6.32,7.84
2012,1,1,14,35,6.390000000000001,7.95
2012,1,1,14,40,6.59,8.1
2012,1,1,14,45,6.74,8.26
2012,1,1,14,50,7.16,8.370000000000001
2012,1,1,14,55,7.61,8.39
2012,1,1,15,0,7.8500000000000005,8.41
2012,1,1,15,5,8.1,8.43
2012,1,1,15,10,8.71,8.48
2012,1,1,15,15,9.44,8.48
2012,1,1,15,20,10.32,8.45
2012,1,1,15,25,11.040000000000001,8.39
2012,1,1,15,30,11.94,8.32
2012,1,1,15,35,12.55,8.28
2012,1,1,15,40,12.93,8.23
2012,1,1,15,45,13.290000000000001,8.18
2012,1,1,15,50,13.41,8.11
2012,1,1,15,55,13.450000000000001,8
2012,1,1,16,0,13.56,7.91
2012,1,1,16,5,13.59,7.8100000000000005
2012,1,1,16,10,13.48,7.69
2012,1,1,16,15,13.450000000000001,7.59
