SiteID,321568,Site Timezone,-8,Data Timezone,-8,Longitude,-117.043716431,Latitude,34.8899917603
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2007,1,1,0,0,3.61,7.37
2007,1,1,0,5,3.69,7.33
2007,1,1,0,10,3.68,7.29
2007,1,1,0,15,3.69,7.22
2007,1,1,0,20,3.79,7.13
2007,1,1,0,25,3.99,7.04
2007,1,1,0,30,4.2,6.93
2007,1,1,0,35,4.3500000000000005,6.82
2007,1,1,0,40,4.45,6.7
2007,1,1,0,45,4.5200000000000005,6.57
2007,1,1,0,50,4.63,6.43
2007,1,1,0,55,4.74,6.29
2007,1,1,1,0,4.8100000000000005,6.15
2007,1,1,1,5,4.82,6
2007,1,1,1,10,4.75,5.83
2007,1,1,1,15,4.67,5.67
2007,1,1,1,20,4.57,5.53
2007,1,1,1,25,4.48,5.4
2007,1,1,1,30,4.45,5.29
2007,1,1,1,35,4.5200000000000005,5.2
2007,1,1,1,40,4.62,5.12
2007,1,1,1,45,4.74,5.07
2007,1,1,1,50,4.83,5.0600000000000005
2007,1,1,1,55,4.88,5.07
2007,1,1,2,0,4.89,5.09
2007,1,1,2,5,4.92,5.1000000000000005
2007,1,1,2,10,4.97,5.1000000000000005
2007,1,1,2,15,5.03,5.09
2007,1,1,2,20,5.0600000000000005,5.07
2007,1,1,2,25,5.04,5.04
2007,1,1,2,30,4.99,5.0200000000000005
2007,1,1,2,35,4.94,5.01
2007,1,1,2,40,4.93,5
2007,1,1,2,45,4.9,4.99
2007,1,1,2,50,4.87,4.99
2007,1,1,2,55,4.87,5
2007,1,1,3,0,4.9,5
2007,1,1,3,5,4.94,5
2007,1,1,3,10,4.95,5.01
2007,1,1,3,15,4.96,5.0200000000000005
2007,1,1,3,20,4.99,5.04
2007,1,1,3,25,4.98,5.07
2007,1,1,3,30,4.93,5.1000000000000005
2007,1,1,3,35,4.8500000000000005,5.13
2007,1,1,3,40,4.74,5.17
2007,1,1,3,45,4.65,5.2
2007,1,1,3,50,4.5600000000000005,5.22
2007,1,1,3,55,4.47,5.23
2007,1,1,4,0,4.43,5.23
2007,1,1,4,5,4.46,5.22
2007,1,1,4,10,4.51,5.21
2007,1,1,4,15,4.54,5.19
2007,1,1,4,20,4.6000000000000005,5.16
2007,1,1,4,25,4.66,5.13
