Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,100293,-,-,-,35.69,-105.94,-7,2166,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2011,1,1,0,0,0,0,0,0.866,1.7000000000000002,67.67,-16,770,N/A
2011,1,1,0,30,0,0,0,0.866,1.7000000000000002,67.69,-16,770,N/A
2011,1,1,1,0,0,0,0,0.866,1.7000000000000002,67.78,-17,770,N/A
2011,1,1,1,30,0,0,0,0.866,1.7000000000000002,67.8,-17,770,N/A
2011,1,1,2,0,0,0,0,0.866,1.7000000000000002,67.54,-17,770,N/A
2011,1,1,2,30,0,0,0,0.866,1.7000000000000002,67.54,-17,770,N/A
2011,1,1,3,0,0,0,0,0.866,1.8,73.31,-17,770,N/A
2011,1,1,3,30,0,0,0,0.866,1.8,73.32000000000001,-17,770,N/A
2011,1,1,4,0,0,0,0,0.866,1.8,73.67,-18,770,N/A
2011,1,1,4,30,0,0,0,0.866,1.7000000000000002,73.68,-18,770,N/A
2011,1,1,5,0,0,0,0,0.866,1.7000000000000002,74.3,-18,780,N/A
2011,1,1,5,30,0,0,0,0.866,1.7000000000000002,74.32000000000001,-18,780,N/A
2011,1,1,6,0,0,0,0,0.866,1.7000000000000002,74.24,-18,780,N/A
2011,1,1,6,30,0,0,0,0.866,1.7000000000000002,74.26,-18,780,N/A
2011,1,1,7,0,0,0,0,0.866,1.8,73.59,-18,780,N/A
2011,1,1,7,30,15,371,29,0.866,2.3000000000000003,62.230000000000004,-16,780,N/A
2011,1,1,8,0,32,667,116,0.866,2.9000000000000004,59.18,-15,780,N/A
2011,1,1,8,30,45,810,214,0.866,3.4000000000000004,50.27,-13,780,N/A
2011,1,1,9,0,53,899,308,0.866,3.9000000000000004,49.85,-11,780,N/A
2011,1,1,9,30,60,953,395,0.866,4,42.52,-10,780,N/A
2011,1,1,10,0,65,993,470,0.866,4.1000000000000005,41.58,-9,780,N/A
2011,1,1,10,30,69,1017,530,0.866,4.1000000000000005,38.46,-8,780,N/A
2011,1,1,11,0,72,1032,576,0.866,4.3,41.39,-7,780,N/A
2011,1,1,11,30,74,1039,604,0.866,4.4,38.300000000000004,-6,780,N/A
2011,1,1,12,0,75,1041,616,0.866,4.6000000000000005,37.88,-6,780,N/A
2011,1,1,12,30,74,1036,610,0.866,4.6000000000000005,35.11,-5,780,N/A
2011,1,1,13,0,74,1024,587,0.866,4.7,36.89,-5,780,N/A
2011,1,1,13,30,72,1009,548,0.866,4.7,36.89,-5,780,N/A
2011,1,1,14,0,69,984,494,0.866,4.7,40.83,-5,780,N/A
2011,1,1,14,30,64,953,426,0.866,4.6000000000000005,40.84,-5,780,N/A
2011,1,1,15,0,58,905,346,0.866,4.5,43.92,-6,780,N/A
2011,1,1,15,30,50,838,256,0.866,4.2,47.46,-7,780,N/A
2011,1,1,16,0,39,733,161,0.866,3.9000000000000004,48.800000000000004,-8,780,N/A
2011,1,1,16,30,24,539,68,0.866,3.5,52.82,-9,780,N/A
2011,1,1,17,0,0,0,0,0.866,3.1,51.93,-11,780,N/A
2011,1,1,17,30,0,0,0,0.866,2.9000000000000004,56.28,-12,780,N/A
2011,1,1,18,0,0,0,0,0.866,2.7,58.72,-13,780,N/A
