Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,100293,-,-,-,35.69,-105.94,-7,2166,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2013,1,1,0,0,0,0,0,0.866,1.4000000000000001,81.23,-7,780,N/A
2013,1,1,0,30,0,0,0,0.866,1.4000000000000001,81.25,-7,780,N/A
2013,1,1,1,0,0,0,0,0.866,1.5,79.08,-8,780,N/A
2013,1,1,1,30,0,0,0,0.866,1.5,79.09,-8,780,N/A
2013,1,1,2,0,0,0,0,0.866,1.5,81.54,-8,780,N/A
2013,1,1,2,30,0,0,0,0.866,1.4000000000000001,81.54,-8,780,N/A
2013,1,1,3,0,0,0,0,0.866,1.3,84.15,-9,780,N/A
2013,1,1,3,30,0,0,0,0.866,1.2000000000000002,84.15,-9,780,N/A
2013,1,1,4,0,0,0,0,0.866,1.2000000000000002,86.9,-10,780,N/A
2013,1,1,4,30,0,0,0,0.866,1.2000000000000002,86.91,-10,780,N/A
2013,1,1,5,0,0,0,0,0.866,1.2000000000000002,84.06,-11,780,N/A
2013,1,1,5,30,0,0,0,0.866,1.2000000000000002,84.07000000000001,-11,780,N/A
2013,1,1,6,0,0,0,0,0.866,1.2000000000000002,88.68,-12,780,N/A
2013,1,1,6,30,0,0,0,0.866,1.2000000000000002,88.7,-12,780,N/A
2013,1,1,7,0,0,0,0,0.866,1.2000000000000002,86.88,-12,780,N/A
