Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,100293,-,-,-,35.69,-105.94,-7,2166,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2016,1,1,0,0,0,0,0,0.152,3.8000000000000003,86.19,-11,790,N/A
2016,1,1,0,30,0,0,0,0.152,3.7,86.2,-11,790,N/A
2016,1,1,1,0,0,0,0,0.152,3.7,83.51,-11,790,N/A
2016,1,1,1,30,0,0,0,0.152,3.8000000000000003,83.53,-11,790,N/A
2016,1,1,2,0,0,0,0,0.152,4,87.64,-11,790,N/A
2016,1,1,2,30,0,0,0,0.152,3.9000000000000004,87.64,-11,790,N/A
2016,1,1,3,0,0,0,0,0.152,3.9000000000000004,86.75,-11,790,N/A
2016,1,1,3,30,0,0,0,0.152,3.8000000000000003,86.74,-11,790,N/A
2016,1,1,4,0,0,0,0,0.152,3.7,85.77,-11,790,N/A
2016,1,1,4,30,0,0,0,0.152,3.5,85.77,-11,790,N/A
2016,1,1,5,0,0,0,0,0.152,3.4000000000000004,85.41,-11,790,N/A
2016,1,1,5,30,0,0,0,0.152,3.3000000000000003,85.42,-11,790,N/A
2016,1,1,6,0,0,0,0,0.152,3.2,85.14,-11,790,N/A
2016,1,1,6,30,0,0,0,0.152,3.2,78.61,-11,790,N/A
2016,1,1,7,0,0,0,0,0.152,3.3000000000000003,79.53,-11,790,N/A
2016,1,1,7,30,14,0,14,0.152,3.5,73.48,-10,790,N/A
2016,1,1,8,0,48,75,57,0.152,3.8000000000000003,75.60000000000001,-9,790,N/A
2016,1,1,8,30,85,106,108,0.152,3.6,69.95,-7,790,N/A
2016,1,1,9,0,122,124,158,0.152,3.5,76.05,-6,790,N/A
2016,1,1,9,30,155,138,203,0.152,3.2,65.29,-5,790,N/A
2016,1,1,10,0,161,28,173,0.152,3,68.98,-4,790,N/A
2016,1,1,10,30,186,36,203,0.152,2.8000000000000003,64,-3,790,N/A
2016,1,1,11,0,210,46,233,0.152,2.6,71.49,-2,790,N/A
2016,1,1,11,30,212,36,230,0.152,2.4000000000000004,66.35,-1,790,N/A
2016,1,1,12,0,232,57,262,0.152,2.2,66.81,-1,790,N/A
2016,1,1,12,30,250,147,326,0.152,1.9000000000000001,66.78,0,790,N/A
2016,1,1,13,0,242,146,315,0.152,1.7000000000000002,69.69,0,790,N/A
2016,1,1,13,30,191,30,205,0.152,1.5,69.68,0,790,N/A
2016,1,1,14,0,172,29,185,0.152,1.3,71.01,0,790,N/A
