Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,100293,-,-,-,35.69,-105.94,-7,2166,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2017,1,1,0,0,0,0,0,0.151,1.3,100,-3,770,N/A
2017,1,1,0,30,0,0,0,0.151,1.3,100,-3,770,N/A
2017,1,1,1,0,0,0,0,0.151,1.3,98.81,-3,770,N/A
2017,1,1,1,30,0,0,0,0.151,1.3,98.8,-3,770,N/A
2017,1,1,2,0,0,0,0,0.151,1.3,96.85000000000001,-3,770,N/A
2017,1,1,2,30,0,0,0,0.151,1.3,96.82000000000001,-3,770,N/A
2017,1,1,3,0,0,0,0,0.151,1.3,95.77,-3,770,N/A
2017,1,1,3,30,0,0,0,0.151,1.2000000000000002,95.75,-3,770,N/A
2017,1,1,4,0,0,0,0,0.151,1.2000000000000002,95.2,-3,770,N/A
2017,1,1,4,30,0,0,0,0.151,1.2000000000000002,95.19,-3,770,N/A
2017,1,1,5,0,0,0,0,0.151,1.2000000000000002,100,-3,770,N/A
2017,1,1,5,30,0,0,0,0.151,1.2000000000000002,100,-3,770,N/A
2017,1,1,6,0,0,0,0,0.151,1.2000000000000002,100,-3,770,N/A
2017,1,1,6,30,0,0,0,0.151,1.2000000000000002,94.21000000000001,-3,770,N/A
2017,1,1,7,0,0,0,0,0.151,1.2000000000000002,96.06,-3,770,N/A
2017,1,1,7,30,18,0,18,0.151,1.5,82.9,-1,770,N/A
2017,1,1,8,0,45,248,76,0.151,1.9000000000000001,83.45,0,770,N/A
2017,1,1,8,30,75,320,142,0.151,2.2,83.46000000000001,1,770,N/A
2017,1,1,9,0,106,354,207,0.151,2.5,81.64,2,770,N/A
2017,1,1,9,30,135,375,266,0.151,2.9000000000000004,75.99,2,770,N/A
2017,1,1,10,0,168,353,312,0.151,3.4000000000000004,69.3,3,770,N/A
2017,1,1,10,30,60,945,489,0.151,3.5,69.26,3,770,N/A
2017,1,1,11,0,231,232,345,0.151,3.7,62.49,4,770,N/A
2017,1,1,11,30,139,684,489,0.151,3.7,62.46,4,770,N/A
2017,1,1,12,0,240,312,403,0.151,3.8000000000000003,61.99,5,770,N/A
2017,1,1,12,30,227,49,253,0.151,3.7,61.97,5,770,N/A
2017,1,1,13,0,40,0,40,0.151,3.6,63.22,5,770,N/A
2017,1,1,13,30,159,9,164,0.151,3.2,63.21,4,770,N/A
2017,1,1,14,0,145,7,148,0.151,2.8000000000000003,64.65,4,770,N/A
2017,1,1,14,30,142,430,306,0.151,2.1,69.37,3,770,N/A
2017,1,1,15,0,114,418,248,0.151,1.5,70.68,3,770,N/A
2017,1,1,15,30,84,397,183,0.151,1.3,81.52,2,770,N/A
2017,1,1,16,0,56,347,114,0.151,1.1,86.48,1,770,N/A
2017,1,1,16,30,28,248,48,0.151,1.1,86.49,0,770,N/A
2017,1,1,17,0,0,0,0,0.151,1.1,84.32000000000001,0,770,N/A
2017,1,1,17,30,0,0,0,0.151,1.1,84.34,0,770,N/A
2017,1,1,18,0,0,0,0,0.151,1.2000000000000002,90.04,-1,770,N/A
2017,1,1,18,30,0,0,0,0.151,1.2000000000000002,90.08,-1,770,N/A
2017,1,1,19,0,0,0,0,0.151,1.2000000000000002,89.17,-1,770,N/A
2017,1,1,19,30,0,0,0,0.151,1.2000000000000002,89.18,-1,770,N/A
2017,1,1,20,0,0,0,0,0.151,1.2000000000000002,94.86,-2,770,N/A
2017,1,1,20,30,0,0,0,0.151,1.2000000000000002,94.85000000000001,-2,770,N/A
